
Grupe de varsta a sotului , Grupa de varsta a sotiei pentru casatorii, Ani, UM: Numar persoane, Valoare
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2012, Numar persoane, 1
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2014, Numar persoane, 1
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2015, Numar persoane, 1
Varsta sotului 60 ani si peste, Varsta sotiei sub 20 ani, Anul 2016, Numar persoane, 2
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1990, Numar persoane, 27
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1991, Numar persoane, 6
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1992, Numar persoane, 13
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1993, Numar persoane, 28
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1994, Numar persoane, 4
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1995, Numar persoane, 6
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1996, Numar persoane, 7
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1997, Numar persoane, 6
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1998, Numar persoane, 17
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 1999, Numar persoane, 11
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2000, Numar persoane, 14
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2001, Numar persoane, 19
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2002, Numar persoane, 14
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2003, Numar persoane, 11
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2004, Numar persoane, 23
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2005, Numar persoane, 21
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2006, Numar persoane, 15
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2007, Numar persoane, 11
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2008, Numar persoane, 5
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2009, Numar persoane, 10
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2010, Numar persoane, 5
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2011, Numar persoane, 9
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2012, Numar persoane, 2
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2013, Numar persoane, 9
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2014, Numar persoane, 3
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2015, Numar persoane, 5
Varsta sotului 60 ani si peste, Varsta sotiei 20-24 ani, Anul 2016, Numar persoane, 6
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1990, Numar persoane, 15
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1991, Numar persoane, 12
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1992, Numar persoane, 11
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1993, Numar persoane, 19
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1994, Numar persoane, 8
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1995, Numar persoane, 19
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1996, Numar persoane, 19
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1997, Numar persoane, 22
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1998, Numar persoane, 14
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 1999, Numar persoane, 17
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2000, Numar persoane, 26
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2001, Numar persoane, 43
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2002, Numar persoane, 21
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2003, Numar persoane, 34
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2004, Numar persoane, 45
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2005, Numar persoane, 57
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2006, Numar persoane, 33
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2007, Numar persoane, 22
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2008, Numar persoane, 25
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2009, Numar persoane, 23
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2010, Numar persoane, 18
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2011, Numar persoane, 14
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2012, Numar persoane, 15
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2013, Numar persoane, 12
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2014, Numar persoane, 20
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2015, Numar persoane, 17
Varsta sotului 60 ani si peste, Varsta sotiei 25-29 ani, Anul 2016, Numar persoane, 21
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1990, Numar persoane, 37
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1991, Numar persoane, 18
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1992, Numar persoane, 30
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1993, Numar persoane, 22
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1994, Numar persoane, 20
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1995, Numar persoane, 12
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1996, Numar persoane, 14
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1997, Numar persoane, 21
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1998, Numar persoane, 23
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 1999, Numar persoane, 24
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2000, Numar persoane, 47
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2001, Numar persoane, 40
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2002, Numar persoane, 34
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2003, Numar persoane, 42
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2004, Numar persoane, 68
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2005, Numar persoane, 71
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2006, Numar persoane, 55
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2007, Numar persoane, 46
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2008, Numar persoane, 54
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2009, Numar persoane, 49
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2010, Numar persoane, 35
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2011, Numar persoane, 35
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2012, Numar persoane, 45
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2013, Numar persoane, 34
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2014, Numar persoane, 46
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2015, Numar persoane, 40
Varsta sotului 60 ani si peste, Varsta sotiei 30-34 ani, Anul 2016, Numar persoane, 32
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1990, Numar persoane, 63
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1991, Numar persoane, 67
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1992, Numar persoane, 70
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1993, Numar persoane, 47
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1994, Numar persoane, 37
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1995, Numar persoane, 36
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1996, Numar persoane, 51
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1997, Numar persoane, 31
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1998, Numar persoane, 45
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 1999, Numar persoane, 41
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2000, Numar persoane, 52
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2001, Numar persoane, 42
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2002, Numar persoane, 51
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2003, Numar persoane, 61
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2004, Numar persoane, 84
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2005, Numar persoane, 112
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2006, Numar persoane, 126
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2007, Numar persoane, 89
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2008, Numar persoane, 94
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2009, Numar persoane, 69
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2010, Numar persoane, 63
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2011, Numar persoane, 68
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2012, Numar persoane, 77
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2013, Numar persoane, 73
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2014, Numar persoane, 83
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2015, Numar persoane, 89
Varsta sotului 60 ani si peste, Varsta sotiei 35-39 ani, Anul 2016, Numar persoane, 117
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1990, Numar persoane, 96
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1991, Numar persoane, 101
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1992, Numar persoane, 123
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1993, Numar persoane, 119
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1994, Numar persoane, 124
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1995, Numar persoane, 109
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1996, Numar persoane, 112
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1997, Numar persoane, 111
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1998, Numar persoane, 92
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 1999, Numar persoane, 100
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2000, Numar persoane, 106
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2001, Numar persoane, 110
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2002, Numar persoane, 82
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2003, Numar persoane, 110
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2004, Numar persoane, 143
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2005, Numar persoane, 118
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2006, Numar persoane, 107
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2007, Numar persoane, 99
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2008, Numar persoane, 138
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2009, Numar persoane, 110
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2010, Numar persoane, 106
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2011, Numar persoane, 135
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2012, Numar persoane, 159
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2013, Numar persoane, 139
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2014, Numar persoane, 135
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2015, Numar persoane, 138
Varsta sotului 60 ani si peste, Varsta sotiei 40-44 ani, Anul 2016, Numar persoane, 176
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1990, Numar persoane, 214
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1991, Numar persoane, 203
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1992, Numar persoane, 201
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1993, Numar persoane, 206
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1994, Numar persoane, 222
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1995, Numar persoane, 210
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1996, Numar persoane, 203
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1997, Numar persoane, 220
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1998, Numar persoane, 240
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 1999, Numar persoane, 212
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2000, Numar persoane, 244
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2001, Numar persoane, 219
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2002, Numar persoane, 234
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2003, Numar persoane, 226
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2004, Numar persoane, 276
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2005, Numar persoane, 278
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2006, Numar persoane, 234
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2007, Numar persoane, 221
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2008, Numar persoane, 215
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2009, Numar persoane, 158
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2010, Numar persoane, 139
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2011, Numar persoane, 141
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2012, Numar persoane, 163
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2013, Numar persoane, 204
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2014, Numar persoane, 249
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2015, Numar persoane, 321
Varsta sotului 60 ani si peste, Varsta sotiei 45-49 ani, Anul 2016, Numar persoane, 400
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1990, Numar persoane, 439
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1991, Numar persoane, 437
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1992, Numar persoane, 448
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1993, Numar persoane, 393
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1994, Numar persoane, 342
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1995, Numar persoane, 324
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1996, Numar persoane, 300
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1997, Numar persoane, 298
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1998, Numar persoane, 304
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 1999, Numar persoane, 313
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2000, Numar persoane, 346
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2001, Numar persoane, 343
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2002, Numar persoane, 342
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2003, Numar persoane, 377
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2004, Numar persoane, 411
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2005, Numar persoane, 410
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2006, Numar persoane, 394
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2007, Numar persoane, 538
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2008, Numar persoane, 409
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2009, Numar persoane, 349
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2010, Numar persoane, 243
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2011, Numar persoane, 251
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2012, Numar persoane, 284
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2013, Numar persoane, 305
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2014, Numar persoane, 311
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2015, Numar persoane, 331
Varsta sotului 60 ani si peste, Varsta sotiei 50-54 ani, Anul 2016, Numar persoane, 375
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1990, Numar persoane, 579
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1991, Numar persoane, 606
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1992, Numar persoane, 583
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1993, Numar persoane, 485
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1994, Numar persoane, 515
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1995, Numar persoane, 513
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1996, Numar persoane, 449
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1997, Numar persoane, 396
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1998, Numar persoane, 371
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 1999, Numar persoane, 381
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2000, Numar persoane, 357
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2001, Numar persoane, 353
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2002, Numar persoane, 328
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2003, Numar persoane, 317
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2004, Numar persoane, 424
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2005, Numar persoane, 407
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2006, Numar persoane, 463
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2007, Numar persoane, 818
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2008, Numar persoane, 536
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2009, Numar persoane, 384
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2010, Numar persoane, 354
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2011, Numar persoane, 364
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2012, Numar persoane, 353
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2013, Numar persoane, 413
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2014, Numar persoane, 475
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2015, Numar persoane, 520
Varsta sotului 60 ani si peste, Varsta sotiei 55-59 ani, Anul 2016, Numar persoane, 567
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1990, Numar persoane, 1237
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1991, Numar persoane, 1294
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1992, Numar persoane, 1179
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1993, Numar persoane, 985
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1994, Numar persoane, 947
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1995, Numar persoane, 929
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1996, Numar persoane, 758
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1997, Numar persoane, 728
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1998, Numar persoane, 731
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 1999, Numar persoane, 708
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2000, Numar persoane, 716
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2001, Numar persoane, 759
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2002, Numar persoane, 735
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2003, Numar persoane, 678
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2004, Numar persoane, 733
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2005, Numar persoane, 719
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2006, Numar persoane, 783
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2007, Numar persoane, 1587
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2008, Numar persoane, 778
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2009, Numar persoane, 657
Varsta sotului 60 ani si peste, Varsta sotiei 60 ani si peste, Anul 2010, Numar persoane, 509
