Sorszám,Neme?,Életkora,Városban lakik?,A legmagasabb iskolai végzettsége,Hányan élnek egy háztartásban?,"Hogy érzi, mennyire boldog? A jelenlegi élethelyzetében a létra melyik fokán áll?",Hogyan érzékeli a szakmai pályafutását? Jelenleg melyik fokon áll karrier szempontjából?,Hogyan érzékeli az egészségi állapotát? Jelenleg  melyik fokon áll egészségileg?,Milyeneknek érzi a baráti kapcsolatait? Jelenleg  melyik fokon áll az emberi kapcsolatokban?,"Milyennek érzékeli a természeti környezetet, amely körülveszi? Jelenleg  melyik fokon áll a környezetével kapcsolatokban?",Megfelelő kikapcsolódási és szórakozási lehetőségei vannak? Jelenleg  melyik fokon áll a kikapcsolódás és szórakozás terén?,Vallásos-e ön?,Hogyan látja a jövőt? A boldogságát tekintve melyik fokon fog állni 5 év múlva?,Hogyan érzékeli az anyagi helyzetét? Jelenleg  melyik fokon áll anyagilag?,Milyeneknek érzi a családi kapcsolatait? Jelenleg  melyik fokon áll a családi kapcsolatokban?,Egy főre jutó nettó jövedelem a háztartásban,Munkaviszonya,Végez hetente legalább 3-szor legkevesebb 30 perc testmozgást?,"Milyen lesz a természeti környezet, amely körülveszi? 5 év múlva melyik fokon fog állni a környezetével kapcsolatokban?",Milyen a spiritualitással való kapcsolata? Jelenleg a létra melyik fokán áll a spiritualitás terén?,"Ha bajba kerül vagy problémája adódik, van-e valaki a családjában vagy a közvetlen környezetében, akinek a segítségére vagy támogatására számíthat?","Melyik székely szék településén van állandó lakhelye? (Az, ahol valóban lakik, nem az, amit a személyazonossági igazolványa ír.)","Szokott-e pénzzel vagy önkéntes munkával segíteni rászorulóknak, esetleg a rászorulókat támogató szervezeteknek? ",Adományozott-e pénzt (bármilyen csekély összeget) az elmúlt hónapban?,"Leggyakrabban (nem a jelen pillanatban) milyen a kedélyállapota? Ha az előző szakaszban említett létrán 0 a mély depresszió és 10 a maximális eufória, akkor jelenleg a létra melyik fokán áll általános kedélyállapotát tekintve?","Az ön közvetlen családjában (szülők, testvérek, házastárs, vagy gyermek) volt-e öngyilkossági kísérlet?","Önnek, személy szerint volt-e öngyilkossági kísérlete?","Úgy érzi, hogy van elég választási szabadsága, amikor fontos élethelyzetekben kell döntenie?",Korruptnak tartja-e a kormányzatot?,Korruptnak tartja-e a székelyföldi politikusokat?,Korruptnak tartja-e a székelyföldi üzletembereket? A helyi gazdasági életben csak korrupcióval lehet érvényesülni?,,
1121,nő,15-24,Nem,középiskola,4,7,5,6,6,9,4,"valamennyire igen, évente többször járok templomba",8,8,8,999 RON alatt,Tanuló / diák,igen,7,7,Igen,Csíkszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,4,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
1122,férfi,35-44,Igen,elemi,3,3,2,3,10,10,4,"valamennyire igen, évente többször járok templomba",3,2,10,999 RON alatt,Nyugdíjas,igen,10,3,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
1123,férfi,35-44,Nem,középiskola,4,4,6,7,8,6,2,"valamennyire igen, évente többször járok templomba",5,5,10,1000 - 1999 RON között,Alkalmazott,nem,4,5,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1124,férfi,25-34,Igen,középiskola,2,9,4,8,7,7,7,"igen, heti rendszerességgel járok templomba",10,7,10,2000 - 2999 RON között,Alkalmazott,nem,8,7,Igen,Marosszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1125,nő,25-34,Nem,középiskola,3,3,1,10,8,7,0,"valamennyire igen, évente többször járok templomba",10,2,10,1000 - 1999 RON között,Alkalmazott,igen,9,8,Igen,Csíkszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1126,nő,25-34,Nem,felsőfokú,2,7,6,9,6,7,5,"valamennyire igen, évente többször járok templomba",6,5,8,3000 RON fölött,Alkalmazott,nem,7,6,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,6,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1127,nő,45-54,Igen,felsőfokú,3,7,9,9,7,7,5,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",8,6,9,1000 - 1999 RON között,Alkalmazott,nem,5,1,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
1128,nő,25-34,Igen,felsőfokú,2,5,3,9,8,8,5,nem hiszek semmilyen vallásban vagy teremtőben,9,3,6,1000 - 1999 RON között,Alkalmazott,nem,7,2,Igen,Sepsiszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,6,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1129,férfi,15-24,Igen,középiskola,5 vagy több,8,5,9,7,9,8,"igen, heti rendszerességgel járok templomba",9,5,9,1000 - 1999 RON között,Tanuló / diák,igen,9,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
1130,nő,55-64,Igen,középiskola,egyedül él,5,9,8,7,9,10,"valamennyire igen, évente többször járok templomba",3,6,10,1000 - 1999 RON között,Alkalmazott,igen,9,2,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1131,nő,15-24,Nem,középiskola,4,6,7,9,8,9,8,"valamennyire igen, évente többször járok templomba",8,2,5,999 RON alatt,Tanuló / diák,igen,9,7,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
1132,nő,25-34,Igen,felsőfokú,2,8,6,8,8,8,8,"valamennyire igen, évente többször járok templomba",9,7,10,2000 - 2999 RON között,Alkalmazott,igen,9,8,Igen,Marosszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
1133,nő,25-34,Nem,középiskola,4,6,6,9,8,8,7,"igen, heti rendszerességgel járok templomba",8,3,9,1000 - 1999 RON között,Háztartásbeli,igen,6,5,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,4,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
1134,nő,25-34,Igen,felsőfokú,2,6,5,8,8,7,5,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",6,5,8,1000 - 1999 RON között,Alkalmazott,igen,7,7,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,5,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1135,férfi,15-24,Igen,középiskola,4,7,5,10,3,10,3,"valamennyire igen, évente többször járok templomba",5,6,10,3000 RON fölött,Alkalmazott,igen,10,10,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,10,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
1136,nő,25-34,Nem,felsőfokú,3,7,9,9,4,6,5,"valamennyire igen, évente többször járok templomba",7,6,10,1000 - 1999 RON között,Alkalmazott,igen,8,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Nem,Nem!,Nem!,Igen!,,
1137,férfi,35-44,Igen,felsőfokú,3,6,7,7,7,6,6,"valamennyire igen, de nem járok templomba",6,5,8,1000 - 1999 RON között,Alkalmazott,nem,6,5,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1138,nő,15-24,Igen,középiskola,4,5,7,5,6,8,8,"valamennyire igen, évente többször járok templomba",7,3,8,999 RON alatt,Tanuló / diák,igen,7,7,Igen,Udvarhelyszék,Soha. Ők a felelősek azért amiért bajba jutottak,Nem,6,Igen,Nem,Igen,Nem!,Nem!,Igen!,,
1139,nő,15-24,Nem,középiskola,4,5,7,4,10,9,5,"valamennyire igen, évente többször járok templomba",7,5,4,1000 - 1999 RON között,Tanuló / diák,,7,6,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,6,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
1140,nő,55-64,Igen,felsőfokú,3,5,8,8,4,7,5,"valamennyire igen, de nem járok templomba",6,5,5,2000 - 2999 RON között,Alkalmazott,igen,6,6,Igen,Csíkszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1141,nő,35-44,Igen,felsőfokú,3,7,5,9,5,3,3,"valamennyire igen, de nem járok templomba",10,5,8,1000 - 1999 RON között,Alkalmazott,nem,10,7,Igen,Marosszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
1142,férfi,15-24,Nem,középiskola,4,4,5,7,8,6,7,nem hiszek semmilyen vallásban vagy teremtőben,7,2,9,999 RON alatt,Tanuló / diák,nem,6,1,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1143,nő,25-34,Nem,felsőfokú,4,9,0,2,2,8,7,nem hiszek semmilyen vallásban vagy teremtőben,5,4,10,1000 - 1999 RON között,Alkalmazott,igen,7,1,Igen,Marosszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,4,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
1144,nő,35-44,Nem,felsőfokú,4,8,4,8,3,7,7,"igen, heti rendszerességgel járok templomba",9,7,9,1000 - 1999 RON között,Alkalmazott,nem,6,9,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,6,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1145,nő,15-24,Igen,felsőfokú,5 vagy több,0,3,5,3,2,2,"igen, heti rendszerességgel járok templomba",5,0,5,999 RON alatt,Háztartásbeli,igen,5,5,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,2,Igen,Igen,Nem,Igen!,Nem!,Igen!,,
1146,férfi,15-24,Nem,középiskola,5 vagy több,7,4,8,8,6,6,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",9,2,7,999 RON alatt,Tanuló / diák,igen,6,6,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,4,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
1147,férfi,55-64,Nem,középiskola,4,5,5,8,8,8,5,"valamennyire igen, évente többször járok templomba",5,3,10,1000 - 1999 RON között,Alkalmazott,igen,8,5,Igen,Gyergyószék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1148,férfi,35-44,Igen,középiskola,egyedül él,6,7,8,9,7,10,"igen, heti rendszerességgel járok templomba",9,6,9,1000 - 1999 RON között,Alkalmazott,igen,10,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1149,férfi,25-34,Nem,felsőfokú,4,8,8,10,9,8,9,"igen, heti rendszerességgel járok templomba",9,7,9,1000 - 1999 RON között,Alkalmazott,igen,9,7,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,9,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
1150,férfi,15-24,Nem,felsőfokú,3,8,8,8,8,9,9,"valamennyire igen, évente többször járok templomba",9,8,9,2000 - 2999 RON között,Alkalmazott,igen,9,7,Igen,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,8,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
1151,férfi,15-24,Nem,felsőfokú,3,8,8,9,8,9,9,"valamennyire igen, évente többször járok templomba",9,7,9,2000 - 2999 RON között,Alkalmazott,igen,9,7,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
1152,nő,25-34,Nem,felsőfokú,3,7,8,8,9,10,7,"valamennyire igen, évente többször járok templomba",9,9,8,1000 - 1999 RON között,Alkalmazott,nem,10,7,Igen,Marosszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Igen,Nem,Nem,Igen!,Nem!,Igen!,,
1153,nő,25-34,Nem,középiskola,2,7,7,8,8,9,7,"igen, heti rendszerességgel járok templomba",8,8,10,1000 - 1999 RON között,Alkalmazott,nem,9,6,Igen,Gyergyószék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1154,férfi,15-24,Nem,középiskola,4,3,3,8,7,4,7,nem hiszek semmilyen vallásban vagy teremtőben,4,2,8,1000 - 1999 RON között,Alkalmazott,igen,2,7,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,6,Igen,Nem,Nem,Igen!,Igen!,Igen!,,
1155,férfi,25-34,Igen,felsőfokú,egyedül él,7,8,9,9,9,10,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",10,10,9,2000 - 2999 RON között,Alkalmazott,igen,10,8,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,6,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
1156,nő,35-44,Igen,középiskola,4,0,1,5,1,9,1,"valamennyire igen, de nem járok templomba",2,1,1,999 RON alatt,Háztartásbeli,nem,10,1,Igen,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,5,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
1157,nő,15-24,Nem,felsőfokú,5 vagy több,7,8,8,9,8,9,"igen, heti rendszerességgel járok templomba",9,8,8,2000 - 2999 RON között,Alkalmazott,,9,9,Igen,Csíkszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1158,nő,15-24,Igen,felsőfokú,4,8,7,10,9,8,8,"valamennyire igen, évente többször járok templomba",9,5,10,1000 - 1999 RON között,Tanuló / diák,igen,10,5,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1159,nő,25-34,Nem,középiskola,3,7,8,9,9,8,7,"valamennyire igen, de nem járok templomba",7,6,9,1000 - 1999 RON között,Alkalmazott,nem,8,7,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1160,nő,15-24,Nem,felsőfokú,4,8,5,9,7,7,4,"valamennyire igen, évente többször járok templomba",9,4,8,1000 - 1999 RON között,Tanuló / diák,nem,8,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Igen,Nem,Igen,Igen!,Igen!,Nem!,,
1161,férfi,15-24,Igen,felsőfokú,2,8,8,10,9,9,10,"valamennyire igen, évente többször járok templomba",9,9,9,1000 - 1999 RON között,Tanuló / diák,igen,9,9,Igen,Udvarhelyszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1162,nő,15-24,Igen,felsőfokú,5 vagy több,8,8,10,9,10,6,"igen, heti rendszerességgel járok templomba",10,6,8,1000 - 1999 RON között,Tanuló / diák,igen,10,9,Igen,Sepsiszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,9,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
1163,nő,45-54,Nem,felsőfokú,3,9,9,9,7,6,8,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",9,6,9,1000 - 1999 RON között,Alkalmazott,igen,2,9,Igen,Csíkszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1164,nő,25-34,Nem,középiskola,3,8,7,9,9,8,3,"valamennyire igen, évente többször járok templomba",9,7,7,1000 - 1999 RON között,Alkalmazott,nem,9,7,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1165,nő,15-24,Nem,felsőfokú,4,6,6,8,5,7,6,"valamennyire igen, évente többször járok templomba",8,6,8,1000 - 1999 RON között,Tanuló / diák,igen,8,7,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1166,férfi,15-24,Igen,felsőfokú,3,8,8,10,8,8,8,"valamennyire igen, de nem járok templomba",9,6,8,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,igen,7,5,Nem,Marosszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1167,nő,35-44,Igen,felsőfokú,3,7,9,10,10,6,9,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",9,9,9,1000 - 1999 RON között,Alkalmazott,igen,4,6,Igen,Marosszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,8,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
1168,nő,25-34,Igen,felsőfokú,3,6,7,7,7,4,6,"valamennyire igen, de nem járok templomba",7,6,7,1000 - 1999 RON között,Alkalmazott,igen,5,3,Igen,Marosszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,7,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
1169,férfi,25-34,Igen,felsőfokú,3,8,7,8,9,7,8,"valamennyire igen, de nem járok templomba",8,7,9,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,igen,8,6,Igen,Marosszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
1170,nő,45-54,Igen,középiskola,2,8,9,7,8,7,9,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",10,8,7,1000 - 1999 RON között,Alkalmazott,nem,8,10,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Igen,Igen,Igen,Igen!,Igen!,Igen!,,
1171,nő,25-34,Nem,középiskola,3,10,4,10,7,7,7,"valamennyire igen, évente többször járok templomba",10,8,7,1000 - 1999 RON között,Alkalmazott,nem,7,7,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,5,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1172,férfi,35-44,Nem,elemi,3,10,8,8,7,8,7,"valamennyire igen, évente többször járok templomba",10,8,8,1000 - 1999 RON között,Alkalmazott,nem,9,3,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1173,férfi,15-24,Nem,középiskola,4,7,3,10,8,8,7,"valamennyire igen, de nem járok templomba",7,5,9,1000 - 1999 RON között,Alkalmazott,nem,6,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Nem,Nem,Nem,Nem!,Igen!,Igen!,,
1174,férfi,15-24,Igen,középiskola,3,8,10,8,10,5,10,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",10,9,7,1000 - 1999 RON között,Tanuló / diák,nem,10,8,Igen,Marosszék,Soha. Ők a felelősek azért amiért bajba jutottak,Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1175,nő,25-34,Igen,felsőfokú,2,5,7,8,6,4,6,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",7,6,7,3000 RON fölött,Alkalmazott,igen,7,2,Igen,Marosszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,6,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1176,férfi,55-64,Igen,középiskola,2,8,8,8,9,8,8,"valamennyire igen, de nem járok templomba",9,6,9,1000 - 1999 RON között,Nyugdíjas,igen,8,10,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,9,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
1177,nő,15-24,Igen,középiskola,egyedül él,7,5,9,7,5,5,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",6,6,6,1000 - 1999 RON között,Alkalmazott,igen,8,9,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Nem!,Igen!,Igen!,,
1178,férfi,25-34,Igen,felsőfokú,3,7,7,6,4,7,6,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",7,6,7,1000 - 1999 RON között,Alkalmazott,nem,6,5,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,6,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1179,nő,15-24,Igen,középiskola,egyedül él,7,5,8,6,5,5,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",8,6,6,1000 - 1999 RON között,Alkalmazott,igen,8,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
1180,nő,15-24,Nem,középiskola,2,5,3,9,7,8,4,"valamennyire igen, évente többször járok templomba",7,4,10,999 RON alatt,Alkalmazott,igen,8,7,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Igen,Nem,Nem,Igen!,Igen!,Igen!,,
1181,férfi,25-34,Igen,felsőfokú,2,7,9,7,8,6,6,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",8,9,8,3000 RON fölött,Alkalmazott,igen,8,6,Igen,Marosszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
1182,nő,35-44,Igen,felsőfokú,egyedül él,6,7,8,7,7,8,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",8,7,8,3000 RON fölött,Vállalkozó / cégtulajdonos,nem,8,6,Igen,Marosszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Nem,4,Igen,Nem,Igen,Igen!,Igen!,Nem!,,
1183,nő,25-34,Igen,felsőfokú,2,8,7,10,10,8,9,"valamennyire igen, évente többször járok templomba",9,5,10,1000 - 1999 RON között,Alkalmazott,nem,9,2,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
1184,férfi,35-44,Igen,középiskola,2,7,7,8,8,7,7,nem hiszek semmilyen vallásban vagy teremtőben,8,6,9,1000 - 1999 RON között,Alkalmazott,nem,7,1,Igen,Csíkszék,Soha. Nem hatódom meg az ilyen kérésektől.,Nem,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1185,férfi,25-34,Nem,felsőfokú,egyedül él,7,4,8,9,7,8,"valamennyire igen, évente többször járok templomba",9,5,6,1000 - 1999 RON között,Alkalmazott,igen,8,2,Igen,Marosszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1186,nő,55-64,Igen,felsőfokú,2,5,8,6,7,5,2,"valamennyire igen, évente többször járok templomba",5,5,5,1000 - 1999 RON között,Alkalmazott,nem,5,5,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,5,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
1187,férfi,55-64,Igen,felsőfokú,2,10,9,8,8,9,9,"igen, heti rendszerességgel járok templomba",10,8,8,3000 RON fölött,Alkalmazott,nem,9,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,9,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
1188,férfi,35-44,Nem,felsőfokú,3,5,3,6,4,10,4,"igen, heti rendszerességgel járok templomba",5,5,10,999 RON alatt,Vállalkozó / cégtulajdonos,igen,10,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,4,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
1189,férfi,35-44,Igen,középiskola,5 vagy több,8,9,10,10,7,3,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",6,4,8,1000 - 1999 RON között,Alkalmazott,igen,9,9,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
1190,nő,55-64,Igen,középiskola,5 vagy több,8,10,3,8,7,7,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",7,6,8,999 RON alatt,Vállalkozó / cégtulajdonos,nem,8,9,Igen,Marosszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1191,nő,15-24,Nem,középiskola,3,8,5,8,8,5,6,nem hiszek semmilyen vallásban vagy teremtőben,9,7,6,1000 - 1999 RON között,Tanuló / diák,igen,8,6,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Igen,Nem,Igen,Igen!,Igen!,Nem!,,
1192,nő,25-34,Igen,felsőfokú,2,8,7,9,6,7,8,"valamennyire igen, évente többször járok templomba",8,6,6,1000 - 1999 RON között,Alkalmazott,igen,6,3,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
1193,férfi,15-24,Nem,középiskola,5 vagy több,6,5,9,8,8,7,"valamennyire igen, évente többször járok templomba",8,4,1,999 RON alatt,Tanuló / diák,nem,9,8,Igen,Marosszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Igen,Nem,Nem,Igen!,Igen!,Igen!,,
