
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 1999, Numar persoane, 1934
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2000, Numar persoane, 1931
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2001, Numar persoane, 1866
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2002, Numar persoane, 1937
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2003, Numar persoane, 1861
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2004, Numar persoane, 1748
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2005, Numar persoane, 1716
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2006, Numar persoane, 1709
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2007, Numar persoane, 1549
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2008, Numar persoane, 1490
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2009, Numar persoane, 1568
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2010, Numar persoane, 1480
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2011, Numar persoane, 1311
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2012, Numar persoane, 1331
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-VEST, Anul 2013, Numar persoane, 1273
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1990, Numar persoane, 2205
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1991, Numar persoane, 2079
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1992, Numar persoane, 2156
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1993, Numar persoane, 2255
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1994, Numar persoane, 2133
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1995, Numar persoane, 2223
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1996, Numar persoane, 2272
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1997, Numar persoane, 2390
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1998, Numar persoane, 2140
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 1999, Numar persoane, 1901
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2000, Numar persoane, 1793
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2001, Numar persoane, 1762
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2002, Numar persoane, 1825
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2003, Numar persoane, 1721
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2004, Numar persoane, 1596
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2005, Numar persoane, 1684
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2006, Numar persoane, 1597
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2007, Numar persoane, 1498
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2008, Numar persoane, 1583
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2009, Numar persoane, 1534
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2010, Numar persoane, 1486
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2011, Numar persoane, 1317
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2012, Numar persoane, 1329
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea CENTRU, Anul 2013, Numar persoane, 1247
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1990, Numar persoane, 2878
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1991, Numar persoane, 2944
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1992, Numar persoane, 2950
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1993, Numar persoane, 2865
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1994, Numar persoane, 3125
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1995, Numar persoane, 3290
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1996, Numar persoane, 3236
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1997, Numar persoane, 3085
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1998, Numar persoane, 2924
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 1999, Numar persoane, 2575
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2000, Numar persoane, 2674
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2001, Numar persoane, 2651
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2002, Numar persoane, 2772
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2003, Numar persoane, 2698
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2004, Numar persoane, 2614
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2005, Numar persoane, 2475
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2006, Numar persoane, 2411
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2007, Numar persoane, 2367
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2008, Numar persoane, 2491
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2009, Numar persoane, 2361
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2010, Numar persoane, 2387
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2011, Numar persoane, 2068
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2012, Numar persoane, 2160
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea NORD-EST, Anul 2013, Numar persoane, 2108
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1990, Numar persoane, 2478
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1991, Numar persoane, 2200
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1992, Numar persoane, 2109
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1993, Numar persoane, 2263
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1994, Numar persoane, 2271
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1995, Numar persoane, 2455
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1996, Numar persoane, 2455
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1997, Numar persoane, 2323
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1998, Numar persoane, 2326
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 1999, Numar persoane, 2066
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2000, Numar persoane, 1992
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2001, Numar persoane, 2085
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2002, Numar persoane, 2085
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2003, Numar persoane, 1928
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2004, Numar persoane, 1864
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2005, Numar persoane, 1681
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2006, Numar persoane, 1680
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2007, Numar persoane, 1643
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2008, Numar persoane, 1798
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2009, Numar persoane, 1655
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2010, Numar persoane, 1665
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2011, Numar persoane, 1451
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2012, Numar persoane, 1495
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-EST, Anul 2013, Numar persoane, 1398
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 2636
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 2475
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 2458
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 2370
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 2518
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 2525
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 2562
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 2447
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 2307
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 2017
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 2136
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 2086
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 2103
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 2106
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 1990
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 1882
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 1820
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 1769
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 1901
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 1789
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 1709
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 1560
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 1515
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 1459
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 1459
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 1441
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 1463
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 1404
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 1489
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 1497
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 1509
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 1355
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 1313
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 1227
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 1154
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 1106
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 1112
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 1145
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 1053
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 1088
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 1015
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 1072
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 1023
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 935
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 983
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 827
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 833
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 786
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 1939
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 1748
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 1833
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 1694
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 1812
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 1816
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 1898
Leziuni traumatice  otraviri si alte consecinte ale cauzelor externe, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 1871
