
Sexe, Grupe de varsta , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Feminin, 55- 59 ani, Covasna, Anul 2007, Numar persoane, 53
Feminin, 55- 59 ani, Covasna, Anul 2008, Numar persoane, 49
Feminin, 55- 59 ani, Covasna, Anul 2009, Numar persoane, 57
Feminin, 55- 59 ani, Covasna, Anul 2010, Numar persoane, 55
Feminin, 55- 59 ani, Covasna, Anul 2011, Numar persoane, 49
Feminin, 55- 59 ani, Covasna, Anul 2012, Numar persoane, 37
Feminin, 55- 59 ani, Harghita, Anul 1999, Numar persoane, 67
Feminin, 55- 59 ani, Harghita, Anul 2000, Numar persoane, 58
Feminin, 55- 59 ani, Harghita, Anul 2001, Numar persoane, 60
Feminin, 55- 59 ani, Harghita, Anul 2002, Numar persoane, 60
Feminin, 55- 59 ani, Harghita, Anul 2003, Numar persoane, 72
Feminin, 55- 59 ani, Harghita, Anul 2004, Numar persoane, 47
Feminin, 55- 59 ani, Harghita, Anul 2005, Numar persoane, 59
Feminin, 55- 59 ani, Harghita, Anul 2006, Numar persoane, 63
Feminin, 55- 59 ani, Harghita, Anul 2007, Numar persoane, 68
Feminin, 55- 59 ani, Harghita, Anul 2008, Numar persoane, 86
Feminin, 55- 59 ani, Harghita, Anul 2009, Numar persoane, 69
Feminin, 55- 59 ani, Harghita, Anul 2010, Numar persoane, 76
Feminin, 55- 59 ani, Harghita, Anul 2011, Numar persoane, 69
Feminin, 55- 59 ani, Harghita, Anul 2012, Numar persoane, 70
Feminin, 55- 59 ani, Mures, Anul 1999, Numar persoane, 142
Feminin, 55- 59 ani, Mures, Anul 2000, Numar persoane, 140
Feminin, 55- 59 ani, Mures, Anul 2001, Numar persoane, 138
Feminin, 55- 59 ani, Mures, Anul 2002, Numar persoane, 130
Feminin, 55- 59 ani, Mures, Anul 2003, Numar persoane, 140
Feminin, 55- 59 ani, Mures, Anul 2004, Numar persoane, 123
Feminin, 55- 59 ani, Mures, Anul 2005, Numar persoane, 159
Feminin, 55- 59 ani, Mures, Anul 2006, Numar persoane, 120
Feminin, 55- 59 ani, Mures, Anul 2007, Numar persoane, 125
Feminin, 55- 59 ani, Mures, Anul 2008, Numar persoane, 141
Feminin, 55- 59 ani, Mures, Anul 2009, Numar persoane, 121
Feminin, 55- 59 ani, Mures, Anul 2010, Numar persoane, 136
Feminin, 55- 59 ani, Mures, Anul 2011, Numar persoane, 128
Feminin, 55- 59 ani, Mures, Anul 2012, Numar persoane, 141
Feminin, 60-64 ani, TOTAL, Anul 1999, Numar persoane, 8390
Feminin, 60-64 ani, TOTAL, Anul 2000, Numar persoane, 8171
Feminin, 60-64 ani, TOTAL, Anul 2001, Numar persoane, 8082
Feminin, 60-64 ani, TOTAL, Anul 2002, Numar persoane, 7847
Feminin, 60-64 ani, TOTAL, Anul 2003, Numar persoane, 7007
Feminin, 60-64 ani, TOTAL, Anul 2004, Numar persoane, 6414
Feminin, 60-64 ani, TOTAL, Anul 2005, Numar persoane, 6027
Feminin, 60-64 ani, TOTAL, Anul 2006, Numar persoane, 5780
Feminin, 60-64 ani, TOTAL, Anul 2007, Numar persoane, 5715
Feminin, 60-64 ani, TOTAL, Anul 2008, Numar persoane, 5822
Feminin, 60-64 ani, TOTAL, Anul 2009, Numar persoane, 5979
Feminin, 60-64 ani, TOTAL, Anul 2010, Numar persoane, 6375
Feminin, 60-64 ani, TOTAL, Anul 2011, Numar persoane, 6409
Feminin, 60-64 ani, TOTAL, Anul 2012, Numar persoane, 6557
Feminin, 60-64 ani, Covasna, Anul 1999, Numar persoane, 57
Feminin, 60-64 ani, Covasna, Anul 2000, Numar persoane, 70
Feminin, 60-64 ani, Covasna, Anul 2001, Numar persoane, 71
Feminin, 60-64 ani, Covasna, Anul 2002, Numar persoane, 69
Feminin, 60-64 ani, Covasna, Anul 2003, Numar persoane, 66
Feminin, 60-64 ani, Covasna, Anul 2004, Numar persoane, 71
Feminin, 60-64 ani, Covasna, Anul 2005, Numar persoane, 66
Feminin, 60-64 ani, Covasna, Anul 2006, Numar persoane, 51
Feminin, 60-64 ani, Covasna, Anul 2007, Numar persoane, 66
Feminin, 60-64 ani, Covasna, Anul 2008, Numar persoane, 55
Feminin, 60-64 ani, Covasna, Anul 2009, Numar persoane, 53
Feminin, 60-64 ani, Covasna, Anul 2010, Numar persoane, 54
Feminin, 60-64 ani, Covasna, Anul 2011, Numar persoane, 70
Feminin, 60-64 ani, Covasna, Anul 2012, Numar persoane, 67
Feminin, 60-64 ani, Harghita, Anul 1999, Numar persoane, 107
Feminin, 60-64 ani, Harghita, Anul 2000, Numar persoane, 99
Feminin, 60-64 ani, Harghita, Anul 2001, Numar persoane, 92
Feminin, 60-64 ani, Harghita, Anul 2002, Numar persoane, 92
Feminin, 60-64 ani, Harghita, Anul 2003, Numar persoane, 88
Feminin, 60-64 ani, Harghita, Anul 2004, Numar persoane, 78
Feminin, 60-64 ani, Harghita, Anul 2005, Numar persoane, 96
Feminin, 60-64 ani, Harghita, Anul 2006, Numar persoane, 76
Feminin, 60-64 ani, Harghita, Anul 2007, Numar persoane, 97
Feminin, 60-64 ani, Harghita, Anul 2008, Numar persoane, 69
Feminin, 60-64 ani, Harghita, Anul 2009, Numar persoane, 87
Feminin, 60-64 ani, Harghita, Anul 2010, Numar persoane, 87
Feminin, 60-64 ani, Harghita, Anul 2011, Numar persoane, 72
Feminin, 60-64 ani, Harghita, Anul 2012, Numar persoane, 77
Feminin, 60-64 ani, Mures, Anul 1999, Numar persoane, 220
Feminin, 60-64 ani, Mures, Anul 2000, Numar persoane, 203
Feminin, 60-64 ani, Mures, Anul 2001, Numar persoane, 216
Feminin, 60-64 ani, Mures, Anul 2002, Numar persoane, 233
Feminin, 60-64 ani, Mures, Anul 2003, Numar persoane, 182
Feminin, 60-64 ani, Mures, Anul 2004, Numar persoane, 163
Feminin, 60-64 ani, Mures, Anul 2005, Numar persoane, 193
Feminin, 60-64 ani, Mures, Anul 2006, Numar persoane, 173
Feminin, 60-64 ani, Mures, Anul 2007, Numar persoane, 165
Feminin, 60-64 ani, Mures, Anul 2008, Numar persoane, 170
Feminin, 60-64 ani, Mures, Anul 2009, Numar persoane, 180
Feminin, 60-64 ani, Mures, Anul 2010, Numar persoane, 176
Feminin, 60-64 ani, Mures, Anul 2011, Numar persoane, 187
Feminin, 60-64 ani, Mures, Anul 2012, Numar persoane, 153
Feminin, 65-69 ani, TOTAL, Anul 1999, Numar persoane, 12858
Feminin, 65-69 ani, TOTAL, Anul 2000, Numar persoane, 12195
Feminin, 65-69 ani, TOTAL, Anul 2001, Numar persoane, 12156
Feminin, 65-69 ani, TOTAL, Anul 2002, Numar persoane, 12310
Feminin, 65-69 ani, TOTAL, Anul 2003, Numar persoane, 12118
Feminin, 65-69 ani, TOTAL, Anul 2004, Numar persoane, 11629
Feminin, 65-69 ani, TOTAL, Anul 2005, Numar persoane, 11480
Feminin, 65-69 ani, TOTAL, Anul 2006, Numar persoane, 10433
Feminin, 65-69 ani, TOTAL, Anul 2007, Numar persoane, 9911
Feminin, 65-69 ani, TOTAL, Anul 2008, Numar persoane, 8999
Feminin, 65-69 ani, TOTAL, Anul 2009, Numar persoane, 8645
Feminin, 65-69 ani, TOTAL, Anul 2010, Numar persoane, 8169
Feminin, 65-69 ani, TOTAL, Anul 2011, Numar persoane, 7686
Feminin, 65-69 ani, TOTAL, Anul 2012, Numar persoane, 7531
Feminin, 65-69 ani, Covasna, Anul 1999, Numar persoane, 104
Feminin, 65-69 ani, Covasna, Anul 2000, Numar persoane, 104
Feminin, 65-69 ani, Covasna, Anul 2001, Numar persoane, 99
Feminin, 65-69 ani, Covasna, Anul 2002, Numar persoane, 96
Feminin, 65-69 ani, Covasna, Anul 2003, Numar persoane, 109
Feminin, 65-69 ani, Covasna, Anul 2004, Numar persoane, 89
Feminin, 65-69 ani, Covasna, Anul 2005, Numar persoane, 107
Feminin, 65-69 ani, Covasna, Anul 2006, Numar persoane, 88
Feminin, 65-69 ani, Covasna, Anul 2007, Numar persoane, 98
Feminin, 65-69 ani, Covasna, Anul 2008, Numar persoane, 96
Feminin, 65-69 ani, Covasna, Anul 2009, Numar persoane, 77
Feminin, 65-69 ani, Covasna, Anul 2010, Numar persoane, 86
Feminin, 65-69 ani, Covasna, Anul 2011, Numar persoane, 91
Feminin, 65-69 ani, Covasna, Anul 2012, Numar persoane, 67
Feminin, 65-69 ani, Harghita, Anul 1999, Numar persoane, 133
Feminin, 65-69 ani, Harghita, Anul 2000, Numar persoane, 146
Feminin, 65-69 ani, Harghita, Anul 2001, Numar persoane, 140
Feminin, 65-69 ani, Harghita, Anul 2002, Numar persoane, 161
Feminin, 65-69 ani, Harghita, Anul 2003, Numar persoane, 136
Feminin, 65-69 ani, Harghita, Anul 2004, Numar persoane, 128
Feminin, 65-69 ani, Harghita, Anul 2005, Numar persoane, 122
Feminin, 65-69 ani, Harghita, Anul 2006, Numar persoane, 126
Feminin, 65-69 ani, Harghita, Anul 2007, Numar persoane, 135
Feminin, 65-69 ani, Harghita, Anul 2008, Numar persoane, 105
Feminin, 65-69 ani, Harghita, Anul 2009, Numar persoane, 114
Feminin, 65-69 ani, Harghita, Anul 2010, Numar persoane, 112
Feminin, 65-69 ani, Harghita, Anul 2011, Numar persoane, 105
Feminin, 65-69 ani, Harghita, Anul 2012, Numar persoane, 119
Feminin, 65-69 ani, Mures, Anul 1999, Numar persoane, 350
Feminin, 65-69 ani, Mures, Anul 2000, Numar persoane, 290
Feminin, 65-69 ani, Mures, Anul 2001, Numar persoane, 352
Feminin, 65-69 ani, Mures, Anul 2002, Numar persoane, 316
Feminin, 65-69 ani, Mures, Anul 2003, Numar persoane, 309
Feminin, 65-69 ani, Mures, Anul 2004, Numar persoane, 291
Feminin, 65-69 ani, Mures, Anul 2005, Numar persoane, 287
Feminin, 65-69 ani, Mures, Anul 2006, Numar persoane, 288
Feminin, 65-69 ani, Mures, Anul 2007, Numar persoane, 224
Feminin, 65-69 ani, Mures, Anul 2008, Numar persoane, 235
Feminin, 65-69 ani, Mures, Anul 2009, Numar persoane, 258
Feminin, 65-69 ani, Mures, Anul 2010, Numar persoane, 227
Feminin, 65-69 ani, Mures, Anul 2011, Numar persoane, 214
Feminin, 65-69 ani, Mures, Anul 2012, Numar persoane, 205
Feminin, 70-74 ani, TOTAL, Anul 1999, Numar persoane, 18544
Feminin, 70-74 ani, TOTAL, Anul 2000, Numar persoane, 17903
Feminin, 70-74 ani, TOTAL, Anul 2001, Numar persoane, 17550
Feminin, 70-74 ani, TOTAL, Anul 2002, Numar persoane, 18022
Feminin, 70-74 ani, TOTAL, Anul 2003, Numar persoane, 17939
Feminin, 70-74 ani, TOTAL, Anul 2004, Numar persoane, 17190
Feminin, 70-74 ani, TOTAL, Anul 2005, Numar persoane, 17352
Feminin, 70-74 ani, TOTAL, Anul 2006, Numar persoane, 16781
Feminin, 70-74 ani, TOTAL, Anul 2007, Numar persoane, 15935
Feminin, 70-74 ani, TOTAL, Anul 2008, Numar persoane, 15448
Feminin, 70-74 ani, TOTAL, Anul 2009, Numar persoane, 15469
Feminin, 70-74 ani, TOTAL, Anul 2010, Numar persoane, 15320
Feminin, 70-74 ani, TOTAL, Anul 2011, Numar persoane, 14134
Feminin, 70-74 ani, TOTAL, Anul 2012, Numar persoane, 13635
Feminin, 70-74 ani, Covasna, Anul 1999, Numar persoane, 160
Feminin, 70-74 ani, Covasna, Anul 2000, Numar persoane, 145
Feminin, 70-74 ani, Covasna, Anul 2001, Numar persoane, 130
Feminin, 70-74 ani, Covasna, Anul 2002, Numar persoane, 148
Feminin, 70-74 ani, Covasna, Anul 2003, Numar persoane, 156
Feminin, 70-74 ani, Covasna, Anul 2004, Numar persoane, 145
Feminin, 70-74 ani, Covasna, Anul 2005, Numar persoane, 121
Feminin, 70-74 ani, Covasna, Anul 2006, Numar persoane, 139
Feminin, 70-74 ani, Covasna, Anul 2007, Numar persoane, 148
Feminin, 70-74 ani, Covasna, Anul 2008, Numar persoane, 125
Feminin, 70-74 ani, Covasna, Anul 2009, Numar persoane, 142
Feminin, 70-74 ani, Covasna, Anul 2010, Numar persoane, 126
Feminin, 70-74 ani, Covasna, Anul 2011, Numar persoane, 116
Feminin, 70-74 ani, Covasna, Anul 2012, Numar persoane, 128
Feminin, 70-74 ani, Harghita, Anul 1999, Numar persoane, 235
Feminin, 70-74 ani, Harghita, Anul 2000, Numar persoane, 200
Feminin, 70-74 ani, Harghita, Anul 2001, Numar persoane, 212
Feminin, 70-74 ani, Harghita, Anul 2002, Numar persoane, 230
Feminin, 70-74 ani, Harghita, Anul 2003, Numar persoane, 208
Feminin, 70-74 ani, Harghita, Anul 2004, Numar persoane, 225
Feminin, 70-74 ani, Harghita, Anul 2005, Numar persoane, 198
Feminin, 70-74 ani, Harghita, Anul 2006, Numar persoane, 225
Feminin, 70-74 ani, Harghita, Anul 2007, Numar persoane, 190
Feminin, 70-74 ani, Harghita, Anul 2008, Numar persoane, 196
Feminin, 70-74 ani, Harghita, Anul 2009, Numar persoane, 179
Feminin, 70-74 ani, Harghita, Anul 2010, Numar persoane, 173
Feminin, 70-74 ani, Harghita, Anul 2011, Numar persoane, 173
Feminin, 70-74 ani, Harghita, Anul 2012, Numar persoane, 183
Feminin, 70-74 ani, Mures, Anul 1999, Numar persoane, 551
Feminin, 70-74 ani, Mures, Anul 2000, Numar persoane, 452
Feminin, 70-74 ani, Mures, Anul 2001, Numar persoane, 467
Feminin, 70-74 ani, Mures, Anul 2002, Numar persoane, 493
Feminin, 70-74 ani, Mures, Anul 2003, Numar persoane, 487
Feminin, 70-74 ani, Mures, Anul 2004, Numar persoane, 463
Feminin, 70-74 ani, Mures, Anul 2005, Numar persoane, 474
Feminin, 70-74 ani, Mures, Anul 2006, Numar persoane, 438
Feminin, 70-74 ani, Mures, Anul 2007, Numar persoane, 423
Feminin, 70-74 ani, Mures, Anul 2008, Numar persoane, 401
Feminin, 70-74 ani, Mures, Anul 2009, Numar persoane, 399
Feminin, 70-74 ani, Mures, Anul 2010, Numar persoane, 398
Feminin, 70-74 ani, Mures, Anul 2011, Numar persoane, 352
Feminin, 70-74 ani, Mures, Anul 2012, Numar persoane, 349
Feminin, 75-79 ani, TOTAL, Anul 1999, Numar persoane, 23413
Feminin, 75-79 ani, TOTAL, Anul 2000, Numar persoane, 22869
Feminin, 75-79 ani, TOTAL, Anul 2001, Numar persoane, 23298
Feminin, 75-79 ani, TOTAL, Anul 2002, Numar persoane, 24397
Feminin, 75-79 ani, TOTAL, Anul 2003, Numar persoane, 24054
Feminin, 75-79 ani, TOTAL, Anul 2004, Numar persoane, 23161
Feminin, 75-79 ani, TOTAL, Anul 2005, Numar persoane, 23538
Feminin, 75-79 ani, TOTAL, Anul 2006, Numar persoane, 23112
Feminin, 75-79 ani, TOTAL, Anul 2007, Numar persoane, 22454
Feminin, 75-79 ani, TOTAL, Anul 2008, Numar persoane, 21858
Feminin, 75-79 ani, TOTAL, Anul 2009, Numar persoane, 21628
Feminin, 75-79 ani, TOTAL, Anul 2010, Numar persoane, 21851
Feminin, 75-79 ani, TOTAL, Anul 2011, Numar persoane, 20990
Feminin, 75-79 ani, TOTAL, Anul 2012, Numar persoane, 21550
Feminin, 75-79 ani, Covasna, Anul 1999, Numar persoane, 199
Feminin, 75-79 ani, Covasna, Anul 2000, Numar persoane, 208
Feminin, 75-79 ani, Covasna, Anul 2001, Numar persoane, 197
Feminin, 75-79 ani, Covasna, Anul 2002, Numar persoane, 195
Feminin, 75-79 ani, Covasna, Anul 2003, Numar persoane, 212
Feminin, 75-79 ani, Covasna, Anul 2004, Numar persoane, 198
Feminin, 75-79 ani, Covasna, Anul 2005, Numar persoane, 206
Feminin, 75-79 ani, Covasna, Anul 2006, Numar persoane, 209
Feminin, 75-79 ani, Covasna, Anul 2007, Numar persoane, 195
Feminin, 75-79 ani, Covasna, Anul 2008, Numar persoane, 188
Feminin, 75-79 ani, Covasna, Anul 2009, Numar persoane, 193
Feminin, 75-79 ani, Covasna, Anul 2010, Numar persoane, 200
Feminin, 75-79 ani, Covasna, Anul 2011, Numar persoane, 177
Feminin, 75-79 ani, Covasna, Anul 2012, Numar persoane, 192
Feminin, 75-79 ani, Harghita, Anul 1999, Numar persoane, 339
Feminin, 75-79 ani, Harghita, Anul 2000, Numar persoane, 319
Feminin, 75-79 ani, Harghita, Anul 2001, Numar persoane, 276
Feminin, 75-79 ani, Harghita, Anul 2002, Numar persoane, 318
Feminin, 75-79 ani, Harghita, Anul 2003, Numar persoane, 316
Feminin, 75-79 ani, Harghita, Anul 2004, Numar persoane, 264
Feminin, 75-79 ani, Harghita, Anul 2005, Numar persoane, 307
Feminin, 75-79 ani, Harghita, Anul 2006, Numar persoane, 330
Feminin, 75-79 ani, Harghita, Anul 2007, Numar persoane, 290
Feminin, 75-79 ani, Harghita, Anul 2008, Numar persoane, 292
Feminin, 75-79 ani, Harghita, Anul 2009, Numar persoane, 273
Feminin, 75-79 ani, Harghita, Anul 2010, Numar persoane, 260
Feminin, 75-79 ani, Harghita, Anul 2011, Numar persoane, 247
Feminin, 75-79 ani, Harghita, Anul 2012, Numar persoane, 266
Feminin, 75-79 ani, Mures, Anul 1999, Numar persoane, 666
Feminin, 75-79 ani, Mures, Anul 2000, Numar persoane, 599
Feminin, 75-79 ani, Mures, Anul 2001, Numar persoane, 649
Feminin, 75-79 ani, Mures, Anul 2002, Numar persoane, 677
Feminin, 75-79 ani, Mures, Anul 2003, Numar persoane, 656
Feminin, 75-79 ani, Mures, Anul 2004, Numar persoane, 631
Feminin, 75-79 ani, Mures, Anul 2005, Numar persoane, 610
Feminin, 75-79 ani, Mures, Anul 2006, Numar persoane, 627
Feminin, 75-79 ani, Mures, Anul 2007, Numar persoane, 641
Feminin, 75-79 ani, Mures, Anul 2008, Numar persoane, 576
Feminin, 75-79 ani, Mures, Anul 2009, Numar persoane, 577
Feminin, 75-79 ani, Mures, Anul 2010, Numar persoane, 588
Feminin, 75-79 ani, Mures, Anul 2011, Numar persoane, 538
Feminin, 75-79 ani, Mures, Anul 2012, Numar persoane, 527
Feminin, 80-84 ani, TOTAL, Anul 1999, Numar persoane, 15783
Feminin, 80-84 ani, TOTAL, Anul 2000, Numar persoane, 15316
Feminin, 80-84 ani, TOTAL, Anul 2001, Numar persoane, 16443
Feminin, 80-84 ani, TOTAL, Anul 2002, Numar persoane, 19456
Feminin, 80-84 ani, TOTAL, Anul 2003, Numar persoane, 22795
Feminin, 80-84 ani, TOTAL, Anul 2004, Numar persoane, 23923
Feminin, 80-84 ani, TOTAL, Anul 2005, Numar persoane, 25532
Feminin, 80-84 ani, TOTAL, Anul 2006, Numar persoane, 25841
Feminin, 80-84 ani, TOTAL, Anul 2007, Numar persoane, 24907
Feminin, 80-84 ani, TOTAL, Anul 2008, Numar persoane, 24721
Feminin, 80-84 ani, TOTAL, Anul 2009, Numar persoane, 25077
Feminin, 80-84 ani, TOTAL, Anul 2010, Numar persoane, 25839
Feminin, 80-84 ani, TOTAL, Anul 2011, Numar persoane, 25747
Feminin, 80-84 ani, TOTAL, Anul 2012, Numar persoane, 26209
Feminin, 80-84 ani, Covasna, Anul 1999, Numar persoane, 165
Feminin, 80-84 ani, Covasna, Anul 2000, Numar persoane, 146
Feminin, 80-84 ani, Covasna, Anul 2001, Numar persoane, 109
Feminin, 80-84 ani, Covasna, Anul 2002, Numar persoane, 199
Feminin, 80-84 ani, Covasna, Anul 2003, Numar persoane, 248
Feminin, 80-84 ani, Covasna, Anul 2004, Numar persoane, 275
Feminin, 80-84 ani, Covasna, Anul 2005, Numar persoane, 225
Feminin, 80-84 ani, Covasna, Anul 2006, Numar persoane, 255
Feminin, 80-84 ani, Covasna, Anul 2007, Numar persoane, 201
Feminin, 80-84 ani, Covasna, Anul 2008, Numar persoane, 213
Feminin, 80-84 ani, Covasna, Anul 2009, Numar persoane, 226
Feminin, 80-84 ani, Covasna, Anul 2010, Numar persoane, 239
Feminin, 80-84 ani, Covasna, Anul 2011, Numar persoane, 215
Feminin, 80-84 ani, Covasna, Anul 2012, Numar persoane, 269
Feminin, 80-84 ani, Harghita, Anul 1999, Numar persoane, 217
Feminin, 80-84 ani, Harghita, Anul 2000, Numar persoane, 227
Feminin, 80-84 ani, Harghita, Anul 2001, Numar persoane, 243
Feminin, 80-84 ani, Harghita, Anul 2002, Numar persoane, 317
Feminin, 80-84 ani, Harghita, Anul 2003, Numar persoane, 321
Feminin, 80-84 ani, Harghita, Anul 2004, Numar persoane, 350
Feminin, 80-84 ani, Harghita, Anul 2005, Numar persoane, 380
Feminin, 80-84 ani, Harghita, Anul 2006, Numar persoane, 393
Feminin, 80-84 ani, Harghita, Anul 2007, Numar persoane, 340
Feminin, 80-84 ani, Harghita, Anul 2008, Numar persoane, 354
Feminin, 80-84 ani, Harghita, Anul 2009, Numar persoane, 321
Feminin, 80-84 ani, Harghita, Anul 2010, Numar persoane, 357
Feminin, 80-84 ani, Harghita, Anul 2011, Numar persoane, 361
Feminin, 80-84 ani, Harghita, Anul 2012, Numar persoane, 353
Feminin, 80-84 ani, Mures, Anul 1999, Numar persoane, 416
Feminin, 80-84 ani, Mures, Anul 2000, Numar persoane, 410
Feminin, 80-84 ani, Mures, Anul 2001, Numar persoane, 490
Feminin, 80-84 ani, Mures, Anul 2002, Numar persoane, 559
Feminin, 80-84 ani, Mures, Anul 2003, Numar persoane, 622
Feminin, 80-84 ani, Mures, Anul 2004, Numar persoane, 679
Feminin, 80-84 ani, Mures, Anul 2005, Numar persoane, 675
Feminin, 80-84 ani, Mures, Anul 2006, Numar persoane, 760
Feminin, 80-84 ani, Mures, Anul 2007, Numar persoane, 690
Feminin, 80-84 ani, Mures, Anul 2008, Numar persoane, 721
Feminin, 80-84 ani, Mures, Anul 2009, Numar persoane, 687
Feminin, 80-84 ani, Mures, Anul 2010, Numar persoane, 770
Feminin, 80-84 ani, Mures, Anul 2011, Numar persoane, 712
Feminin, 80-84 ani, Mures, Anul 2012, Numar persoane, 699
Feminin, 85 ani si peste, TOTAL, Anul 1999, Numar persoane, 25731
Feminin, 85 ani si peste, TOTAL, Anul 2000, Numar persoane, 24731
Feminin, 85 ani si peste, TOTAL, Anul 2001, Numar persoane, 24267
Feminin, 85 ani si peste, TOTAL, Anul 2002, Numar persoane, 24875
Feminin, 85 ani si peste, TOTAL, Anul 2003, Numar persoane, 22080
Feminin, 85 ani si peste, TOTAL, Anul 2004, Numar persoane, 20940
Feminin, 85 ani si peste, TOTAL, Anul 2005, Numar persoane, 22612
Feminin, 85 ani si peste, TOTAL, Anul 2006, Numar persoane, 23305
Feminin, 85 ani si peste, TOTAL, Anul 2007, Numar persoane, 23794
Feminin, 85 ani si peste, TOTAL, Anul 2008, Numar persoane, 25154
Feminin, 85 ani si peste, TOTAL, Anul 2009, Numar persoane, 27236
Feminin, 85 ani si peste, TOTAL, Anul 2010, Numar persoane, 29348
Feminin, 85 ani si peste, TOTAL, Anul 2011, Numar persoane, 30762
Feminin, 85 ani si peste, TOTAL, Anul 2012, Numar persoane, 33167
Feminin, 85 ani si peste, Covasna, Anul 1999, Numar persoane, 331
Feminin, 85 ani si peste, Covasna, Anul 2000, Numar persoane, 278
Feminin, 85 ani si peste, Covasna, Anul 2001, Numar persoane, 300
Feminin, 85 ani si peste, Covasna, Anul 2002, Numar persoane, 275
Feminin, 85 ani si peste, Covasna, Anul 2003, Numar persoane, 246
Feminin, 85 ani si peste, Covasna, Anul 2004, Numar persoane, 236
Feminin, 85 ani si peste, Covasna, Anul 2005, Numar persoane, 254
Feminin, 85 ani si peste, Covasna, Anul 2006, Numar persoane, 270
Feminin, 85 ani si peste, Covasna, Anul 2007, Numar persoane, 266
Feminin, 85 ani si peste, Covasna, Anul 2008, Numar persoane, 282
Feminin, 85 ani si peste, Covasna, Anul 2009, Numar persoane, 299
Feminin, 85 ani si peste, Covasna, Anul 2010, Numar persoane, 312
Feminin, 85 ani si peste, Covasna, Anul 2011, Numar persoane, 321
Feminin, 85 ani si peste, Covasna, Anul 2012, Numar persoane, 323
Feminin, 85 ani si peste, Harghita, Anul 1999, Numar persoane, 394
Feminin, 85 ani si peste, Harghita, Anul 2000, Numar persoane, 453
Feminin, 85 ani si peste, Harghita, Anul 2001, Numar persoane, 417
Feminin, 85 ani si peste, Harghita, Anul 2002, Numar persoane, 368
Feminin, 85 ani si peste, Harghita, Anul 2003, Numar persoane, 357
Feminin, 85 ani si peste, Harghita, Anul 2004, Numar persoane, 341
Feminin, 85 ani si peste, Harghita, Anul 2005, Numar persoane, 324
Feminin, 85 ani si peste, Harghita, Anul 2006, Numar persoane, 402
Feminin, 85 ani si peste, Harghita, Anul 2007, Numar persoane, 365
Feminin, 85 ani si peste, Harghita, Anul 2008, Numar persoane, 401
Feminin, 85 ani si peste, Harghita, Anul 2009, Numar persoane, 464
Feminin, 85 ani si peste, Harghita, Anul 2010, Numar persoane, 466
Feminin, 85 ani si peste, Harghita, Anul 2011, Numar persoane, 448
Feminin, 85 ani si peste, Harghita, Anul 2012, Numar persoane, 453
Feminin, 85 ani si peste, Mures, Anul 1999, Numar persoane, 719
Feminin, 85 ani si peste, Mures, Anul 2000, Numar persoane, 634
Feminin, 85 ani si peste, Mures, Anul 2001, Numar persoane, 578
Feminin, 85 ani si peste, Mures, Anul 2002, Numar persoane, 676
Feminin, 85 ani si peste, Mures, Anul 2003, Numar persoane, 516
Feminin, 85 ani si peste, Mures, Anul 2004, Numar persoane, 612
