
Sexe, Grupe de varsta , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 2137
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 2231
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 2235
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 2201
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 2019
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 2039
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 2006
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 1913
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 2062
Feminin, 75-79 ani, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 1791
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 2873
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 2969
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 2898
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 2431
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 2183
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 2148
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 2282
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 2232
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 2646
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 2927
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 2753
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 3031
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 3260
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 3142
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 3041
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 3040
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 2839
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 2687
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 2622
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 2646
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 2670
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 2622
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 2727
Feminin, 75-79 ani, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 2506
Feminin, 75-79 ani, Regiunea VEST, Anul 1990, Numar persoane, 2327
Feminin, 75-79 ani, Regiunea VEST, Anul 1991, Numar persoane, 2014
Feminin, 75-79 ani, Regiunea VEST, Anul 1992, Numar persoane, 1907
Feminin, 75-79 ani, Regiunea VEST, Anul 1993, Numar persoane, 1485
Feminin, 75-79 ani, Regiunea VEST, Anul 1994, Numar persoane, 1336
Feminin, 75-79 ani, Regiunea VEST, Anul 1995, Numar persoane, 1423
Feminin, 75-79 ani, Regiunea VEST, Anul 1996, Numar persoane, 1752
Feminin, 75-79 ani, Regiunea VEST, Anul 1997, Numar persoane, 2026
Feminin, 75-79 ani, Regiunea VEST, Anul 1998, Numar persoane, 2308
Feminin, 75-79 ani, Regiunea VEST, Anul 1999, Numar persoane, 2633
Feminin, 75-79 ani, Regiunea VEST, Anul 2000, Numar persoane, 2416
Feminin, 75-79 ani, Regiunea VEST, Anul 2001, Numar persoane, 2388
Feminin, 75-79 ani, Regiunea VEST, Anul 2002, Numar persoane, 2375
Feminin, 75-79 ani, Regiunea VEST, Anul 2003, Numar persoane, 2353
Feminin, 75-79 ani, Regiunea VEST, Anul 2004, Numar persoane, 2379
Feminin, 75-79 ani, Regiunea VEST, Anul 2005, Numar persoane, 2482
Feminin, 75-79 ani, Regiunea VEST, Anul 2006, Numar persoane, 2439
Feminin, 75-79 ani, Regiunea VEST, Anul 2007, Numar persoane, 2218
Feminin, 75-79 ani, Regiunea VEST, Anul 2008, Numar persoane, 2186
Feminin, 75-79 ani, Regiunea VEST, Anul 2009, Numar persoane, 2156
Feminin, 75-79 ani, Regiunea VEST, Anul 2010, Numar persoane, 2156
Feminin, 75-79 ani, Regiunea VEST, Anul 2011, Numar persoane, 2009
Feminin, 75-79 ani, Regiunea VEST, Anul 2012, Numar persoane, 2000
Feminin, 75-79 ani, Regiunea VEST, Anul 2013, Numar persoane, 1948
Feminin, 80-84 ani, TOTAL, Anul 1990, Numar persoane, 20723
Feminin, 80-84 ani, TOTAL, Anul 1991, Numar persoane, 22173
Feminin, 80-84 ani, TOTAL, Anul 1992, Numar persoane, 23543
Feminin, 80-84 ani, TOTAL, Anul 1993, Numar persoane, 23814
Feminin, 80-84 ani, TOTAL, Anul 1994, Numar persoane, 23257
Feminin, 80-84 ani, TOTAL, Anul 1995, Numar persoane, 23612
Feminin, 80-84 ani, TOTAL, Anul 1996, Numar persoane, 24495
Feminin, 80-84 ani, TOTAL, Anul 1997, Numar persoane, 20708
Feminin, 80-84 ani, TOTAL, Anul 1998, Numar persoane, 16965
Feminin, 80-84 ani, TOTAL, Anul 1999, Numar persoane, 15783
Feminin, 80-84 ani, TOTAL, Anul 2000, Numar persoane, 15316
Feminin, 80-84 ani, TOTAL, Anul 2001, Numar persoane, 16443
Feminin, 80-84 ani, TOTAL, Anul 2002, Numar persoane, 19456
Feminin, 80-84 ani, TOTAL, Anul 2003, Numar persoane, 22795
Feminin, 80-84 ani, TOTAL, Anul 2004, Numar persoane, 23923
Feminin, 80-84 ani, TOTAL, Anul 2005, Numar persoane, 25532
Feminin, 80-84 ani, TOTAL, Anul 2006, Numar persoane, 25841
Feminin, 80-84 ani, TOTAL, Anul 2007, Numar persoane, 24907
Feminin, 80-84 ani, TOTAL, Anul 2008, Numar persoane, 24721
Feminin, 80-84 ani, TOTAL, Anul 2009, Numar persoane, 25077
Feminin, 80-84 ani, TOTAL, Anul 2010, Numar persoane, 25839
Feminin, 80-84 ani, TOTAL, Anul 2011, Numar persoane, 25747
Feminin, 80-84 ani, TOTAL, Anul 2012, Numar persoane, 26209
Feminin, 80-84 ani, TOTAL, Anul 2013, Numar persoane, 25516
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1990, Numar persoane, 2666
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1991, Numar persoane, 2861
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1992, Numar persoane, 3055
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1993, Numar persoane, 3127
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1994, Numar persoane, 3014
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1995, Numar persoane, 2891
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1996, Numar persoane, 2785
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1997, Numar persoane, 2385
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1998, Numar persoane, 1859
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 1999, Numar persoane, 1754
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2000, Numar persoane, 1945
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2001, Numar persoane, 2299
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2002, Numar persoane, 2630
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2003, Numar persoane, 2894
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2004, Numar persoane, 3245
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2005, Numar persoane, 3317
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2006, Numar persoane, 3185
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2007, Numar persoane, 3096
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2008, Numar persoane, 2947
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2009, Numar persoane, 2989
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2010, Numar persoane, 3128
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2011, Numar persoane, 3090
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2012, Numar persoane, 3175
Feminin, 80-84 ani, Regiunea NORD-VEST, Anul 2013, Numar persoane, 3181
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1990, Numar persoane, 2436
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1991, Numar persoane, 2486
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1992, Numar persoane, 2511
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1993, Numar persoane, 2636
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1994, Numar persoane, 2501
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1995, Numar persoane, 2518
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1996, Numar persoane, 2378
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1997, Numar persoane, 1990
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1998, Numar persoane, 1676
Feminin, 80-84 ani, Regiunea CENTRU, Anul 1999, Numar persoane, 1622
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2000, Numar persoane, 1637
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2001, Numar persoane, 1794
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2002, Numar persoane, 2301
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2003, Numar persoane, 2500
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2004, Numar persoane, 2685
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2005, Numar persoane, 2831
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2006, Numar persoane, 2857
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2007, Numar persoane, 2708
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2008, Numar persoane, 2736
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2009, Numar persoane, 2691
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2010, Numar persoane, 2841
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2011, Numar persoane, 2710
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2012, Numar persoane, 2769
Feminin, 80-84 ani, Regiunea CENTRU, Anul 2013, Numar persoane, 2796
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1990, Numar persoane, 2980
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1991, Numar persoane, 3198
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1992, Numar persoane, 3574
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1993, Numar persoane, 3446
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1994, Numar persoane, 3445
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1995, Numar persoane, 3344
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1996, Numar persoane, 3723
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1997, Numar persoane, 3039
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1998, Numar persoane, 2501
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 1999, Numar persoane, 2401
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2000, Numar persoane, 2246
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2001, Numar persoane, 2395
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2002, Numar persoane, 2865
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2003, Numar persoane, 3505
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2004, Numar persoane, 3444
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2005, Numar persoane, 3714
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2006, Numar persoane, 3820
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2007, Numar persoane, 3755
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2008, Numar persoane, 3673
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2009, Numar persoane, 3872
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2010, Numar persoane, 4092
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2011, Numar persoane, 4091
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2012, Numar persoane, 4083
Feminin, 80-84 ani, Regiunea NORD-EST, Anul 2013, Numar persoane, 4027
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1990, Numar persoane, 2293
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1991, Numar persoane, 2555
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1992, Numar persoane, 2658
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1993, Numar persoane, 2695
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1994, Numar persoane, 2591
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1995, Numar persoane, 2568
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1996, Numar persoane, 2666
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1997, Numar persoane, 2316
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1998, Numar persoane, 1887
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 1999, Numar persoane, 1702
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2000, Numar persoane, 1636
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2001, Numar persoane, 1820
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2002, Numar persoane, 2139
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2003, Numar persoane, 2590
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2004, Numar persoane, 2700
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2005, Numar persoane, 2921
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2006, Numar persoane, 2966
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2007, Numar persoane, 2974
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2008, Numar persoane, 2988
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2009, Numar persoane, 3123
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2010, Numar persoane, 3189
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2011, Numar persoane, 3118
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2012, Numar persoane, 3260
Feminin, 80-84 ani, Regiunea SUD-EST, Anul 2013, Numar persoane, 3179
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 3553
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 3784
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 4132
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 4151
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 4051
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 4345
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 4758
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 3980
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 3350
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 3084
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 2731
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 2660
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 3191
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 3951
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 3993
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 4397
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 4568
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 4418
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 4357
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 4449
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 4377
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 4535
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 4788
Feminin, 80-84 ani, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 4534
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 1959
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 2107
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 2190
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 2298
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 2319
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 2465
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 2572
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 2299
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 1878
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 1722
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 1712
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 1737
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 1949
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 2270
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 2364
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 2569
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 2643
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 2582
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 2520
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 2506
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 2503
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 2588
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 2716
Feminin, 80-84 ani, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 2436
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 2597
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 2850
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 3051
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 2996
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 2996
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 3171
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 3376
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 2931
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 2389
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 2204
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 2029
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 2011
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 2435
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 2782
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 2899
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 3187
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 3179
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 3032
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 3101
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 2975
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 3195
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 3123
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 3018
Feminin, 80-84 ani, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 2973
Feminin, 80-84 ani, Regiunea VEST, Anul 1990, Numar persoane, 2239
Feminin, 80-84 ani, Regiunea VEST, Anul 1991, Numar persoane, 2332
Feminin, 80-84 ani, Regiunea VEST, Anul 1992, Numar persoane, 2372
Feminin, 80-84 ani, Regiunea VEST, Anul 1993, Numar persoane, 2465
Feminin, 80-84 ani, Regiunea VEST, Anul 1994, Numar persoane, 2340
Feminin, 80-84 ani, Regiunea VEST, Anul 1995, Numar persoane, 2310
Feminin, 80-84 ani, Regiunea VEST, Anul 1996, Numar persoane, 2237
Feminin, 80-84 ani, Regiunea VEST, Anul 1997, Numar persoane, 1768
Feminin, 80-84 ani, Regiunea VEST, Anul 1998, Numar persoane, 1425
Feminin, 80-84 ani, Regiunea VEST, Anul 1999, Numar persoane, 1294
Feminin, 80-84 ani, Regiunea VEST, Anul 2000, Numar persoane, 1380
Feminin, 80-84 ani, Regiunea VEST, Anul 2001, Numar persoane, 1727
Feminin, 80-84 ani, Regiunea VEST, Anul 2002, Numar persoane, 1946
Feminin, 80-84 ani, Regiunea VEST, Anul 2003, Numar persoane, 2303
Feminin, 80-84 ani, Regiunea VEST, Anul 2004, Numar persoane, 2593
Feminin, 80-84 ani, Regiunea VEST, Anul 2005, Numar persoane, 2596
Feminin, 80-84 ani, Regiunea VEST, Anul 2006, Numar persoane, 2623
Feminin, 80-84 ani, Regiunea VEST, Anul 2007, Numar persoane, 2342
Feminin, 80-84 ani, Regiunea VEST, Anul 2008, Numar persoane, 2399
Feminin, 80-84 ani, Regiunea VEST, Anul 2009, Numar persoane, 2472
Feminin, 80-84 ani, Regiunea VEST, Anul 2010, Numar persoane, 2514
Feminin, 80-84 ani, Regiunea VEST, Anul 2011, Numar persoane, 2492
Feminin, 80-84 ani, Regiunea VEST, Anul 2012, Numar persoane, 2400
Feminin, 80-84 ani, Regiunea VEST, Anul 2013, Numar persoane, 2390
Feminin, 85 ani si peste, TOTAL, Anul 1990, Numar persoane, 18181
Feminin, 85 ani si peste, TOTAL, Anul 1991, Numar persoane, 19662
Feminin, 85 ani si peste, TOTAL, Anul 1992, Numar persoane, 21042
Feminin, 85 ani si peste, TOTAL, Anul 1993, Numar persoane, 21084
Feminin, 85 ani si peste, TOTAL, Anul 1994, Numar persoane, 21478
Feminin, 85 ani si peste, TOTAL, Anul 1995, Numar persoane, 22753
Feminin, 85 ani si peste, TOTAL, Anul 1996, Numar persoane, 25018
Feminin, 85 ani si peste, TOTAL, Anul 1997, Numar persoane, 24448
Feminin, 85 ani si peste, TOTAL, Anul 1998, Numar persoane, 24760
Feminin, 85 ani si peste, TOTAL, Anul 1999, Numar persoane, 25731
Feminin, 85 ani si peste, TOTAL, Anul 2000, Numar persoane, 24731
Feminin, 85 ani si peste, TOTAL, Anul 2001, Numar persoane, 24267
Feminin, 85 ani si peste, TOTAL, Anul 2002, Numar persoane, 24875
Feminin, 85 ani si peste, TOTAL, Anul 2003, Numar persoane, 22080
Feminin, 85 ani si peste, TOTAL, Anul 2004, Numar persoane, 20940
Feminin, 85 ani si peste, TOTAL, Anul 2005, Numar persoane, 22612
Feminin, 85 ani si peste, TOTAL, Anul 2006, Numar persoane, 23305
Feminin, 85 ani si peste, TOTAL, Anul 2007, Numar persoane, 23794
Feminin, 85 ani si peste, TOTAL, Anul 2008, Numar persoane, 25154
Feminin, 85 ani si peste, TOTAL, Anul 2009, Numar persoane, 27236
Feminin, 85 ani si peste, TOTAL, Anul 2010, Numar persoane, 29348
Feminin, 85 ani si peste, TOTAL, Anul 2011, Numar persoane, 30762
Feminin, 85 ani si peste, TOTAL, Anul 2012, Numar persoane, 33167
Feminin, 85 ani si peste, TOTAL, Anul 2013, Numar persoane, 33509
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1990, Numar persoane, 2102
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1991, Numar persoane, 2117
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1992, Numar persoane, 2407
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1993, Numar persoane, 2401
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1994, Numar persoane, 2435
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1995, Numar persoane, 2548
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1996, Numar persoane, 2795
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1997, Numar persoane, 2800
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1998, Numar persoane, 2807
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 1999, Numar persoane, 2883
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 2000, Numar persoane, 2756
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 2001, Numar persoane, 2566
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 2002, Numar persoane, 2487
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 2003, Numar persoane, 2230
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 2004, Numar persoane, 2187
Feminin, 85 ani si peste, Regiunea NORD-VEST, Anul 2005, Numar persoane, 2433
