
CAEN Rev.2  (activitati ale economiei nationale), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-MUNTENIA, Anul 2009, Mii persoane, 11.6
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-MUNTENIA, Anul 2010, Mii persoane, 12.1
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-MUNTENIA, Anul 2011, Mii persoane, 10.6
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-MUNTENIA, Anul 2012, Mii persoane, 13.8
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-MUNTENIA, Anul 2013, Mii persoane, 13.5
S  ALTE ACTIVITATI DE SERVICII, Total, Arges, Anul 2008, Mii persoane, 2.8
S  ALTE ACTIVITATI DE SERVICII, Total, Arges, Anul 2009, Mii persoane, 2.7
S  ALTE ACTIVITATI DE SERVICII, Total, Arges, Anul 2010, Mii persoane, 2.6
S  ALTE ACTIVITATI DE SERVICII, Total, Arges, Anul 2011, Mii persoane, 2.6
S  ALTE ACTIVITATI DE SERVICII, Total, Arges, Anul 2012, Mii persoane, 3.3
S  ALTE ACTIVITATI DE SERVICII, Total, Arges, Anul 2013, Mii persoane, 3.2
S  ALTE ACTIVITATI DE SERVICII, Total, Calarasi, Anul 2008, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Total, Calarasi, Anul 2009, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Total, Calarasi, Anul 2010, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Total, Calarasi, Anul 2011, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Total, Calarasi, Anul 2012, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Total, Calarasi, Anul 2013, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Total, Dambovita, Anul 2008, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Total, Dambovita, Anul 2009, Mii persoane, 1.3
S  ALTE ACTIVITATI DE SERVICII, Total, Dambovita, Anul 2010, Mii persoane, 1.1
S  ALTE ACTIVITATI DE SERVICII, Total, Dambovita, Anul 2011, Mii persoane, 1.2
S  ALTE ACTIVITATI DE SERVICII, Total, Dambovita, Anul 2012, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Total, Dambovita, Anul 2013, Mii persoane, 1.6
S  ALTE ACTIVITATI DE SERVICII, Total, Giurgiu, Anul 2008, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Total, Giurgiu, Anul 2009, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Total, Giurgiu, Anul 2010, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Total, Giurgiu, Anul 2011, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Total, Giurgiu, Anul 2012, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Total, Giurgiu, Anul 2013, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Total, Ialomita, Anul 2008, Mii persoane, 1.1
S  ALTE ACTIVITATI DE SERVICII, Total, Ialomita, Anul 2009, Mii persoane, 1.7
S  ALTE ACTIVITATI DE SERVICII, Total, Ialomita, Anul 2010, Mii persoane, 2
S  ALTE ACTIVITATI DE SERVICII, Total, Ialomita, Anul 2011, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Total, Ialomita, Anul 2012, Mii persoane, 1.9
S  ALTE ACTIVITATI DE SERVICII, Total, Ialomita, Anul 2013, Mii persoane, 1.8
S  ALTE ACTIVITATI DE SERVICII, Total, Prahova, Anul 2008, Mii persoane, 3.1
S  ALTE ACTIVITATI DE SERVICII, Total, Prahova, Anul 2009, Mii persoane, 3.7
S  ALTE ACTIVITATI DE SERVICII, Total, Prahova, Anul 2010, Mii persoane, 4
S  ALTE ACTIVITATI DE SERVICII, Total, Prahova, Anul 2011, Mii persoane, 3.4
S  ALTE ACTIVITATI DE SERVICII, Total, Prahova, Anul 2012, Mii persoane, 4.3
S  ALTE ACTIVITATI DE SERVICII, Total, Prahova, Anul 2013, Mii persoane, 4.3
S  ALTE ACTIVITATI DE SERVICII, Total, Teleorman, Anul 2008, Mii persoane, 1
S  ALTE ACTIVITATI DE SERVICII, Total, Teleorman, Anul 2009, Mii persoane, 1.6
S  ALTE ACTIVITATI DE SERVICII, Total, Teleorman, Anul 2010, Mii persoane, 1.9
S  ALTE ACTIVITATI DE SERVICII, Total, Teleorman, Anul 2011, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Total, Teleorman, Anul 2012, Mii persoane, 2
S  ALTE ACTIVITATI DE SERVICII, Total, Teleorman, Anul 2013, Mii persoane, 1.8
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea BUCURESTI - ILFOV, Anul 2008, Mii persoane, 29.3
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea BUCURESTI - ILFOV, Anul 2009, Mii persoane, 34.7
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea BUCURESTI - ILFOV, Anul 2010, Mii persoane, 37.8
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea BUCURESTI - ILFOV, Anul 2011, Mii persoane, 32.5
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea BUCURESTI - ILFOV, Anul 2012, Mii persoane, 41.2
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea BUCURESTI - ILFOV, Anul 2013, Mii persoane, 39.5
S  ALTE ACTIVITATI DE SERVICII, Total, Ilfov, Anul 2008, Mii persoane, .6
S  ALTE ACTIVITATI DE SERVICII, Total, Ilfov, Anul 2009, Mii persoane, 1.6
S  ALTE ACTIVITATI DE SERVICII, Total, Ilfov, Anul 2010, Mii persoane, 1.8
S  ALTE ACTIVITATI DE SERVICII, Total, Ilfov, Anul 2011, Mii persoane, 1.3
S  ALTE ACTIVITATI DE SERVICII, Total, Ilfov, Anul 2012, Mii persoane, 1.8
S  ALTE ACTIVITATI DE SERVICII, Total, Ilfov, Anul 2013, Mii persoane, 1.7
S  ALTE ACTIVITATI DE SERVICII, Total, Municipiul Bucuresti, Anul 2008, Mii persoane, 28.7
S  ALTE ACTIVITATI DE SERVICII, Total, Municipiul Bucuresti, Anul 2009, Mii persoane, 33.1
S  ALTE ACTIVITATI DE SERVICII, Total, Municipiul Bucuresti, Anul 2010, Mii persoane, 36
S  ALTE ACTIVITATI DE SERVICII, Total, Municipiul Bucuresti, Anul 2011, Mii persoane, 31.2
S  ALTE ACTIVITATI DE SERVICII, Total, Municipiul Bucuresti, Anul 2012, Mii persoane, 39.4
S  ALTE ACTIVITATI DE SERVICII, Total, Municipiul Bucuresti, Anul 2013, Mii persoane, 37.8
S  ALTE ACTIVITATI DE SERVICII, Total, MACROREGIUNEA PATRU, Anul 2008, Mii persoane, 21.4
S  ALTE ACTIVITATI DE SERVICII, Total, MACROREGIUNEA PATRU, Anul 2009, Mii persoane, 22.7
S  ALTE ACTIVITATI DE SERVICII, Total, MACROREGIUNEA PATRU, Anul 2010, Mii persoane, 23.5
S  ALTE ACTIVITATI DE SERVICII, Total, MACROREGIUNEA PATRU, Anul 2011, Mii persoane, 20.9
S  ALTE ACTIVITATI DE SERVICII, Total, MACROREGIUNEA PATRU, Anul 2012, Mii persoane, 27.5
S  ALTE ACTIVITATI DE SERVICII, Total, MACROREGIUNEA PATRU, Anul 2013, Mii persoane, 27.6
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Mii persoane, 7.3
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Mii persoane, 7.1
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Mii persoane, 7.1
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Mii persoane, 6.6
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Mii persoane, 8.7
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Mii persoane, 8.5
S  ALTE ACTIVITATI DE SERVICII, Total, Dolj, Anul 2008, Mii persoane, 2.4
S  ALTE ACTIVITATI DE SERVICII, Total, Dolj, Anul 2009, Mii persoane, 2.3
S  ALTE ACTIVITATI DE SERVICII, Total, Dolj, Anul 2010, Mii persoane, 2.3
S  ALTE ACTIVITATI DE SERVICII, Total, Dolj, Anul 2011, Mii persoane, 2.2
S  ALTE ACTIVITATI DE SERVICII, Total, Dolj, Anul 2012, Mii persoane, 2.7
S  ALTE ACTIVITATI DE SERVICII, Total, Dolj, Anul 2013, Mii persoane, 2.6
S  ALTE ACTIVITATI DE SERVICII, Total, Gorj, Anul 2008, Mii persoane, .8
S  ALTE ACTIVITATI DE SERVICII, Total, Gorj, Anul 2009, Mii persoane, 1.1
S  ALTE ACTIVITATI DE SERVICII, Total, Gorj, Anul 2010, Mii persoane, 1.2
S  ALTE ACTIVITATI DE SERVICII, Total, Gorj, Anul 2011, Mii persoane, 1
S  ALTE ACTIVITATI DE SERVICII, Total, Gorj, Anul 2012, Mii persoane, 1.3
S  ALTE ACTIVITATI DE SERVICII, Total, Gorj, Anul 2013, Mii persoane, 1.1
S  ALTE ACTIVITATI DE SERVICII, Total, Mehedinti, Anul 2008, Mii persoane, .5
S  ALTE ACTIVITATI DE SERVICII, Total, Mehedinti, Anul 2009, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Total, Mehedinti, Anul 2010, Mii persoane, .5
S  ALTE ACTIVITATI DE SERVICII, Total, Mehedinti, Anul 2011, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Total, Mehedinti, Anul 2012, Mii persoane, .5
S  ALTE ACTIVITATI DE SERVICII, Total, Mehedinti, Anul 2013, Mii persoane, .6
S  ALTE ACTIVITATI DE SERVICII, Total, Olt, Anul 2008, Mii persoane, 1.7
S  ALTE ACTIVITATI DE SERVICII, Total, Olt, Anul 2009, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Total, Olt, Anul 2010, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Total, Olt, Anul 2011, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Total, Olt, Anul 2012, Mii persoane, 2
S  ALTE ACTIVITATI DE SERVICII, Total, Olt, Anul 2013, Mii persoane, 2
S  ALTE ACTIVITATI DE SERVICII, Total, Valcea, Anul 2008, Mii persoane, 1.9
S  ALTE ACTIVITATI DE SERVICII, Total, Valcea, Anul 2009, Mii persoane, 1.8
S  ALTE ACTIVITATI DE SERVICII, Total, Valcea, Anul 2010, Mii persoane, 1.7
S  ALTE ACTIVITATI DE SERVICII, Total, Valcea, Anul 2011, Mii persoane, 1.6
S  ALTE ACTIVITATI DE SERVICII, Total, Valcea, Anul 2012, Mii persoane, 2.2
S  ALTE ACTIVITATI DE SERVICII, Total, Valcea, Anul 2013, Mii persoane, 2.2
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea VEST, Anul 2008, Mii persoane, 14.1
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea VEST, Anul 2009, Mii persoane, 15.6
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea VEST, Anul 2010, Mii persoane, 16.4
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea VEST, Anul 2011, Mii persoane, 14.3
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea VEST, Anul 2012, Mii persoane, 18.8
S  ALTE ACTIVITATI DE SERVICII, Total, Regiunea VEST, Anul 2013, Mii persoane, 19.1
S  ALTE ACTIVITATI DE SERVICII, Total, Arad, Anul 2008, Mii persoane, 3.7
S  ALTE ACTIVITATI DE SERVICII, Total, Arad, Anul 2009, Mii persoane, 5
S  ALTE ACTIVITATI DE SERVICII, Total, Arad, Anul 2010, Mii persoane, 5.8
S  ALTE ACTIVITATI DE SERVICII, Total, Arad, Anul 2011, Mii persoane, 4.5
S  ALTE ACTIVITATI DE SERVICII, Total, Arad, Anul 2012, Mii persoane, 6.2
S  ALTE ACTIVITATI DE SERVICII, Total, Arad, Anul 2013, Mii persoane, 5.8
S  ALTE ACTIVITATI DE SERVICII, Total, Caras-Severin, Anul 2008, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Total, Caras-Severin, Anul 2009, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Total, Caras-Severin, Anul 2010, Mii persoane, 1.3
S  ALTE ACTIVITATI DE SERVICII, Total, Caras-Severin, Anul 2011, Mii persoane, 1.3
S  ALTE ACTIVITATI DE SERVICII, Total, Caras-Severin, Anul 2012, Mii persoane, 1.6
S  ALTE ACTIVITATI DE SERVICII, Total, Caras-Severin, Anul 2013, Mii persoane, 1.6
S  ALTE ACTIVITATI DE SERVICII, Total, Hunedoara, Anul 2008, Mii persoane, 2.3
S  ALTE ACTIVITATI DE SERVICII, Total, Hunedoara, Anul 2009, Mii persoane, 2.1
S  ALTE ACTIVITATI DE SERVICII, Total, Hunedoara, Anul 2010, Mii persoane, 2
S  ALTE ACTIVITATI DE SERVICII, Total, Hunedoara, Anul 2011, Mii persoane, 1.9
S  ALTE ACTIVITATI DE SERVICII, Total, Hunedoara, Anul 2012, Mii persoane, 2.3
S  ALTE ACTIVITATI DE SERVICII, Total, Hunedoara, Anul 2013, Mii persoane, 2.3
S  ALTE ACTIVITATI DE SERVICII, Total, Timis, Anul 2008, Mii persoane, 6.7
S  ALTE ACTIVITATI DE SERVICII, Total, Timis, Anul 2009, Mii persoane, 7.1
S  ALTE ACTIVITATI DE SERVICII, Total, Timis, Anul 2010, Mii persoane, 7.3
S  ALTE ACTIVITATI DE SERVICII, Total, Timis, Anul 2011, Mii persoane, 6.6
S  ALTE ACTIVITATI DE SERVICII, Total, Timis, Anul 2012, Mii persoane, 8.7
S  ALTE ACTIVITATI DE SERVICII, Total, Timis, Anul 2013, Mii persoane, 9.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, TOTAL, Anul 2008, Mii persoane, 60.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, TOTAL, Anul 2009, Mii persoane, 77
S  ALTE ACTIVITATI DE SERVICII, Feminin, TOTAL, Anul 2010, Mii persoane, 83.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, TOTAL, Anul 2011, Mii persoane, 70.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, TOTAL, Anul 2012, Mii persoane, 90.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, TOTAL, Anul 2013, Mii persoane, 86.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA UNU, Anul 2008, Mii persoane, 11.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA UNU, Anul 2009, Mii persoane, 16.9
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA UNU, Anul 2010, Mii persoane, 19.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA UNU, Anul 2011, Mii persoane, 15.1
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA UNU, Anul 2012, Mii persoane, 19.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA UNU, Anul 2013, Mii persoane, 18.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-VEST, Anul 2008, Mii persoane, 6
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-VEST, Anul 2009, Mii persoane, 8.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-VEST, Anul 2010, Mii persoane, 10
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-VEST, Anul 2011, Mii persoane, 7.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-VEST, Anul 2012, Mii persoane, 10.1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-VEST, Anul 2013, Mii persoane, 9.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bihor, Anul 2008, Mii persoane, 1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bihor, Anul 2009, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bihor, Anul 2010, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bihor, Anul 2011, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bihor, Anul 2012, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bihor, Anul 2013, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bistrita-Nasaud, Anul 2008, Mii persoane, .8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bistrita-Nasaud, Anul 2009, Mii persoane, 1.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bistrita-Nasaud, Anul 2010, Mii persoane, 2.1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bistrita-Nasaud, Anul 2011, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bistrita-Nasaud, Anul 2012, Mii persoane, 2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bistrita-Nasaud, Anul 2013, Mii persoane, 1.8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Cluj, Anul 2008, Mii persoane, 2.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Cluj, Anul 2009, Mii persoane, 3.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Cluj, Anul 2010, Mii persoane, 4.6
S  ALTE ACTIVITATI DE SERVICII, Feminin, Cluj, Anul 2011, Mii persoane, 3.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Cluj, Anul 2012, Mii persoane, 4.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Cluj, Anul 2013, Mii persoane, 4.1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Maramures, Anul 2008, Mii persoane, .9
S  ALTE ACTIVITATI DE SERVICII, Feminin, Maramures, Anul 2009, Mii persoane, .8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Maramures, Anul 2010, Mii persoane, .8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Maramures, Anul 2011, Mii persoane, .7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Maramures, Anul 2012, Mii persoane, 1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Maramures, Anul 2013, Mii persoane, .9
S  ALTE ACTIVITATI DE SERVICII, Feminin, Satu Mare, Anul 2008, Mii persoane, .9
S  ALTE ACTIVITATI DE SERVICII, Feminin, Satu Mare, Anul 2009, Mii persoane, .7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Satu Mare, Anul 2010, Mii persoane, .7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Satu Mare, Anul 2011, Mii persoane, .7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Satu Mare, Anul 2012, Mii persoane, .9
S  ALTE ACTIVITATI DE SERVICII, Feminin, Satu Mare, Anul 2013, Mii persoane, 1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Salaj, Anul 2008, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Salaj, Anul 2009, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Salaj, Anul 2010, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Salaj, Anul 2011, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Salaj, Anul 2012, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Salaj, Anul 2013, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea CENTRU, Anul 2008, Mii persoane, 5.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea CENTRU, Anul 2009, Mii persoane, 8.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea CENTRU, Anul 2010, Mii persoane, 9.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea CENTRU, Anul 2011, Mii persoane, 7.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea CENTRU, Anul 2012, Mii persoane, 9.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea CENTRU, Anul 2013, Mii persoane, 8.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Alba, Anul 2008, Mii persoane, 1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Alba, Anul 2009, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Alba, Anul 2010, Mii persoane, 1.8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Alba, Anul 2011, Mii persoane, 1.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Alba, Anul 2012, Mii persoane, .7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Alba, Anul 2013, Mii persoane, .6
S  ALTE ACTIVITATI DE SERVICII, Feminin, Brasov, Anul 2008, Mii persoane, 1.1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Brasov, Anul 2009, Mii persoane, 2.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Brasov, Anul 2010, Mii persoane, 2.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Brasov, Anul 2011, Mii persoane, 1.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Brasov, Anul 2012, Mii persoane, 3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Brasov, Anul 2013, Mii persoane, 2.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Covasna, Anul 2008, Mii persoane, .1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Covasna, Anul 2009, Mii persoane, .1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Covasna, Anul 2010, Mii persoane, .1
S  ALTE ACTIVITATI DE SERVICII, Feminin, Covasna, Anul 2011, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Covasna, Anul 2012, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Covasna, Anul 2013, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Harghita, Anul 2008, Mii persoane, .2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Harghita, Anul 2009, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Harghita, Anul 2010, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Harghita, Anul 2011, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Harghita, Anul 2012, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Harghita, Anul 2013, Mii persoane, .3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Mures, Anul 2008, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Mures, Anul 2009, Mii persoane, 2.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Mures, Anul 2010, Mii persoane, 2.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Mures, Anul 2011, Mii persoane, 2.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Mures, Anul 2012, Mii persoane, 2.8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Mures, Anul 2013, Mii persoane, 2.6
S  ALTE ACTIVITATI DE SERVICII, Feminin, Sibiu, Anul 2008, Mii persoane, 1.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Sibiu, Anul 2009, Mii persoane, 1.9
S  ALTE ACTIVITATI DE SERVICII, Feminin, Sibiu, Anul 2010, Mii persoane, 2.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Sibiu, Anul 2011, Mii persoane, 1.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Sibiu, Anul 2012, Mii persoane, 2.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, Sibiu, Anul 2013, Mii persoane, 2.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA DOI, Anul 2008, Mii persoane, 13.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA DOI, Anul 2009, Mii persoane, 16.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA DOI, Anul 2010, Mii persoane, 17.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA DOI, Anul 2011, Mii persoane, 15.3
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA DOI, Anul 2012, Mii persoane, 19
S  ALTE ACTIVITATI DE SERVICII, Feminin, MACROREGIUNEA DOI, Anul 2013, Mii persoane, 18.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-EST, Anul 2008, Mii persoane, 6.8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-EST, Anul 2009, Mii persoane, 8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-EST, Anul 2010, Mii persoane, 8.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-EST, Anul 2011, Mii persoane, 7.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-EST, Anul 2012, Mii persoane, 8.8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Regiunea NORD-EST, Anul 2013, Mii persoane, 8.6
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bacau, Anul 2008, Mii persoane, 1.6
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bacau, Anul 2009, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bacau, Anul 2010, Mii persoane, 1.8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bacau, Anul 2011, Mii persoane, 1.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bacau, Anul 2012, Mii persoane, 1.8
S  ALTE ACTIVITATI DE SERVICII, Feminin, Bacau, Anul 2013, Mii persoane, 2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Botosani, Anul 2008, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Botosani, Anul 2009, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Botosani, Anul 2010, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Botosani, Anul 2011, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Botosani, Anul 2012, Mii persoane, .4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Botosani, Anul 2013, Mii persoane, .5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Iasi, Anul 2008, Mii persoane, 1.6
S  ALTE ACTIVITATI DE SERVICII, Feminin, Iasi, Anul 2009, Mii persoane, 1.6
S  ALTE ACTIVITATI DE SERVICII, Feminin, Iasi, Anul 2010, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Iasi, Anul 2011, Mii persoane, 1.7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Iasi, Anul 2012, Mii persoane, 2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Iasi, Anul 2013, Mii persoane, 2.2
S  ALTE ACTIVITATI DE SERVICII, Feminin, Neamt, Anul 2008, Mii persoane, .7
S  ALTE ACTIVITATI DE SERVICII, Feminin, Neamt, Anul 2009, Mii persoane, 1.4
S  ALTE ACTIVITATI DE SERVICII, Feminin, Neamt, Anul 2010, Mii persoane, 1.5
S  ALTE ACTIVITATI DE SERVICII, Feminin, Neamt, Anul 2011, Mii persoane, 1.1
