
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
L Administratie publica si aparare, Total, Regiunea SUD-MUNTENIA, Anul 2001, Mii persoane, 20.1
L Administratie publica si aparare, Total, Regiunea SUD-MUNTENIA, Anul 2002, Mii persoane, 21
L Administratie publica si aparare, Total, Regiunea SUD-MUNTENIA, Anul 2003, Mii persoane, 22.3
L Administratie publica si aparare, Total, Regiunea SUD-MUNTENIA, Anul 2004, Mii persoane, 22.9
L Administratie publica si aparare, Total, Regiunea SUD-MUNTENIA, Anul 2005, Mii persoane, 24.1
L Administratie publica si aparare, Total, Regiunea SUD-MUNTENIA, Anul 2006, Mii persoane, 25.2
L Administratie publica si aparare, Total, Regiunea SUD-MUNTENIA, Anul 2007, Mii persoane, 29.6
L Administratie publica si aparare, Total, Regiunea SUD-MUNTENIA, Anul 2008, Mii persoane, 31.7
L Administratie publica si aparare, Total, Arges, Anul 2001, Mii persoane, 3.4
L Administratie publica si aparare, Total, Arges, Anul 2002, Mii persoane, 3.5
L Administratie publica si aparare, Total, Arges, Anul 2003, Mii persoane, 3.6
L Administratie publica si aparare, Total, Arges, Anul 2004, Mii persoane, 3.8
L Administratie publica si aparare, Total, Arges, Anul 2005, Mii persoane, 4.4
L Administratie publica si aparare, Total, Arges, Anul 2006, Mii persoane, 4.7
L Administratie publica si aparare, Total, Arges, Anul 2007, Mii persoane, 5.6
L Administratie publica si aparare, Total, Arges, Anul 2008, Mii persoane, 5.9
L Administratie publica si aparare, Total, Calarasi, Anul 2001, Mii persoane, 1.8
L Administratie publica si aparare, Total, Calarasi, Anul 2002, Mii persoane, 1.8
L Administratie publica si aparare, Total, Calarasi, Anul 2003, Mii persoane, 2.1
L Administratie publica si aparare, Total, Calarasi, Anul 2004, Mii persoane, 2.4
L Administratie publica si aparare, Total, Calarasi, Anul 2005, Mii persoane, 2.6
L Administratie publica si aparare, Total, Calarasi, Anul 2006, Mii persoane, 2.8
L Administratie publica si aparare, Total, Calarasi, Anul 2007, Mii persoane, 2.8
L Administratie publica si aparare, Total, Calarasi, Anul 2008, Mii persoane, 3.1
L Administratie publica si aparare, Total, Dambovita, Anul 2001, Mii persoane, 3.7
L Administratie publica si aparare, Total, Dambovita, Anul 2002, Mii persoane, 3.8
L Administratie publica si aparare, Total, Dambovita, Anul 2003, Mii persoane, 4
L Administratie publica si aparare, Total, Dambovita, Anul 2004, Mii persoane, 3.7
L Administratie publica si aparare, Total, Dambovita, Anul 2005, Mii persoane, 3.8
L Administratie publica si aparare, Total, Dambovita, Anul 2006, Mii persoane, 4.2
L Administratie publica si aparare, Total, Dambovita, Anul 2007, Mii persoane, 4.9
L Administratie publica si aparare, Total, Dambovita, Anul 2008, Mii persoane, 5.1
L Administratie publica si aparare, Total, Giurgiu, Anul 2001, Mii persoane, 2.2
L Administratie publica si aparare, Total, Giurgiu, Anul 2002, Mii persoane, 2.4
L Administratie publica si aparare, Total, Giurgiu, Anul 2003, Mii persoane, 2.6
L Administratie publica si aparare, Total, Giurgiu, Anul 2004, Mii persoane, 2.7
L Administratie publica si aparare, Total, Giurgiu, Anul 2005, Mii persoane, 2.7
L Administratie publica si aparare, Total, Giurgiu, Anul 2006, Mii persoane, 2.9
L Administratie publica si aparare, Total, Giurgiu, Anul 2007, Mii persoane, 3
L Administratie publica si aparare, Total, Giurgiu, Anul 2008, Mii persoane, 3.1
L Administratie publica si aparare, Total, Ialomita, Anul 2001, Mii persoane, 1.5
L Administratie publica si aparare, Total, Ialomita, Anul 2002, Mii persoane, 1.9
L Administratie publica si aparare, Total, Ialomita, Anul 2003, Mii persoane, 2.3
L Administratie publica si aparare, Total, Ialomita, Anul 2004, Mii persoane, 2.2
L Administratie publica si aparare, Total, Ialomita, Anul 2005, Mii persoane, 2.3
L Administratie publica si aparare, Total, Ialomita, Anul 2006, Mii persoane, 2.4
L Administratie publica si aparare, Total, Ialomita, Anul 2007, Mii persoane, 2.8
L Administratie publica si aparare, Total, Ialomita, Anul 2008, Mii persoane, 3.2
L Administratie publica si aparare, Total, Prahova, Anul 2001, Mii persoane, 4.5
L Administratie publica si aparare, Total, Prahova, Anul 2002, Mii persoane, 4.5
L Administratie publica si aparare, Total, Prahova, Anul 2003, Mii persoane, 4.5
L Administratie publica si aparare, Total, Prahova, Anul 2004, Mii persoane, 4.7
L Administratie publica si aparare, Total, Prahova, Anul 2005, Mii persoane, 4.8
L Administratie publica si aparare, Total, Prahova, Anul 2006, Mii persoane, 4.6
L Administratie publica si aparare, Total, Prahova, Anul 2007, Mii persoane, 6.4
L Administratie publica si aparare, Total, Prahova, Anul 2008, Mii persoane, 6.5
L Administratie publica si aparare, Total, Teleorman, Anul 2001, Mii persoane, 3
L Administratie publica si aparare, Total, Teleorman, Anul 2002, Mii persoane, 3.1
L Administratie publica si aparare, Total, Teleorman, Anul 2003, Mii persoane, 3.2
L Administratie publica si aparare, Total, Teleorman, Anul 2004, Mii persoane, 3.4
L Administratie publica si aparare, Total, Teleorman, Anul 2005, Mii persoane, 3.5
L Administratie publica si aparare, Total, Teleorman, Anul 2006, Mii persoane, 3.6
L Administratie publica si aparare, Total, Teleorman, Anul 2007, Mii persoane, 4.1
L Administratie publica si aparare, Total, Teleorman, Anul 2008, Mii persoane, 4.8
L Administratie publica si aparare, Total, Regiunea BUCURESTI - ILFOV, Anul 2001, Mii persoane, 25.8
L Administratie publica si aparare, Total, Regiunea BUCURESTI - ILFOV, Anul 2002, Mii persoane, 29.2
L Administratie publica si aparare, Total, Regiunea BUCURESTI - ILFOV, Anul 2003, Mii persoane, 30.3
L Administratie publica si aparare, Total, Regiunea BUCURESTI - ILFOV, Anul 2004, Mii persoane, 29.4
L Administratie publica si aparare, Total, Regiunea BUCURESTI - ILFOV, Anul 2005, Mii persoane, 34.8
L Administratie publica si aparare, Total, Regiunea BUCURESTI - ILFOV, Anul 2006, Mii persoane, 37.1
L Administratie publica si aparare, Total, Regiunea BUCURESTI - ILFOV, Anul 2007, Mii persoane, 40.9
L Administratie publica si aparare, Total, Regiunea BUCURESTI - ILFOV, Anul 2008, Mii persoane, 44
L Administratie publica si aparare, Total, Ilfov, Anul 2001, Mii persoane, 2.7
L Administratie publica si aparare, Total, Ilfov, Anul 2002, Mii persoane, 2.9
L Administratie publica si aparare, Total, Ilfov, Anul 2003, Mii persoane, 2.8
L Administratie publica si aparare, Total, Ilfov, Anul 2004, Mii persoane, 2.7
L Administratie publica si aparare, Total, Ilfov, Anul 2005, Mii persoane, 2.9
L Administratie publica si aparare, Total, Ilfov, Anul 2006, Mii persoane, 3
L Administratie publica si aparare, Total, Ilfov, Anul 2007, Mii persoane, 3.2
L Administratie publica si aparare, Total, Ilfov, Anul 2008, Mii persoane, 4.1
L Administratie publica si aparare, Total, Municipiul Bucuresti, Anul 2001, Mii persoane, 23.1
L Administratie publica si aparare, Total, Municipiul Bucuresti, Anul 2002, Mii persoane, 26.3
L Administratie publica si aparare, Total, Municipiul Bucuresti, Anul 2003, Mii persoane, 27.5
L Administratie publica si aparare, Total, Municipiul Bucuresti, Anul 2004, Mii persoane, 26.7
L Administratie publica si aparare, Total, Municipiul Bucuresti, Anul 2005, Mii persoane, 31.9
L Administratie publica si aparare, Total, Municipiul Bucuresti, Anul 2006, Mii persoane, 34.1
L Administratie publica si aparare, Total, Municipiul Bucuresti, Anul 2007, Mii persoane, 37.7
L Administratie publica si aparare, Total, Municipiul Bucuresti, Anul 2008, Mii persoane, 39.9
L Administratie publica si aparare, Total, MACROREGIUNEA PATRU, Anul 2001, Mii persoane, 29.7
L Administratie publica si aparare, Total, MACROREGIUNEA PATRU, Anul 2002, Mii persoane, 30.7
L Administratie publica si aparare, Total, MACROREGIUNEA PATRU, Anul 2003, Mii persoane, 31.8
L Administratie publica si aparare, Total, MACROREGIUNEA PATRU, Anul 2004, Mii persoane, 33.2
L Administratie publica si aparare, Total, MACROREGIUNEA PATRU, Anul 2005, Mii persoane, 34.5
L Administratie publica si aparare, Total, MACROREGIUNEA PATRU, Anul 2006, Mii persoane, 36.9
L Administratie publica si aparare, Total, MACROREGIUNEA PATRU, Anul 2007, Mii persoane, 41.8
L Administratie publica si aparare, Total, MACROREGIUNEA PATRU, Anul 2008, Mii persoane, 43.9
L Administratie publica si aparare, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Mii persoane, 15.8
L Administratie publica si aparare, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Mii persoane, 16.3
L Administratie publica si aparare, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Mii persoane, 17.1
L Administratie publica si aparare, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Mii persoane, 17
L Administratie publica si aparare, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Mii persoane, 18.1
L Administratie publica si aparare, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Mii persoane, 19.5
L Administratie publica si aparare, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Mii persoane, 22
L Administratie publica si aparare, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Mii persoane, 23.9
L Administratie publica si aparare, Total, Dolj, Anul 2001, Mii persoane, 3.9
L Administratie publica si aparare, Total, Dolj, Anul 2002, Mii persoane, 4.3
L Administratie publica si aparare, Total, Dolj, Anul 2003, Mii persoane, 4.3
L Administratie publica si aparare, Total, Dolj, Anul 2004, Mii persoane, 4.7
L Administratie publica si aparare, Total, Dolj, Anul 2005, Mii persoane, 5.2
L Administratie publica si aparare, Total, Dolj, Anul 2006, Mii persoane, 5.5
L Administratie publica si aparare, Total, Dolj, Anul 2007, Mii persoane, 6.4
L Administratie publica si aparare, Total, Dolj, Anul 2008, Mii persoane, 7
L Administratie publica si aparare, Total, Gorj, Anul 2001, Mii persoane, 2.6
L Administratie publica si aparare, Total, Gorj, Anul 2002, Mii persoane, 2.7
L Administratie publica si aparare, Total, Gorj, Anul 2003, Mii persoane, 2.9
L Administratie publica si aparare, Total, Gorj, Anul 2004, Mii persoane, 2.7
L Administratie publica si aparare, Total, Gorj, Anul 2005, Mii persoane, 2.9
L Administratie publica si aparare, Total, Gorj, Anul 2006, Mii persoane, 3
L Administratie publica si aparare, Total, Gorj, Anul 2007, Mii persoane, 3.7
L Administratie publica si aparare, Total, Gorj, Anul 2008, Mii persoane, 4.1
L Administratie publica si aparare, Total, Mehedinti, Anul 2001, Mii persoane, 2.8
L Administratie publica si aparare, Total, Mehedinti, Anul 2002, Mii persoane, 2.8
L Administratie publica si aparare, Total, Mehedinti, Anul 2003, Mii persoane, 2.9
L Administratie publica si aparare, Total, Mehedinti, Anul 2004, Mii persoane, 2.5
L Administratie publica si aparare, Total, Mehedinti, Anul 2005, Mii persoane, 2.6
L Administratie publica si aparare, Total, Mehedinti, Anul 2006, Mii persoane, 2.8
L Administratie publica si aparare, Total, Mehedinti, Anul 2007, Mii persoane, 3.1
L Administratie publica si aparare, Total, Mehedinti, Anul 2008, Mii persoane, 3.4
L Administratie publica si aparare, Total, Olt, Anul 2001, Mii persoane, 3.4
L Administratie publica si aparare, Total, Olt, Anul 2002, Mii persoane, 3.3
L Administratie publica si aparare, Total, Olt, Anul 2003, Mii persoane, 3.7
L Administratie publica si aparare, Total, Olt, Anul 2004, Mii persoane, 3.9
L Administratie publica si aparare, Total, Olt, Anul 2005, Mii persoane, 4
L Administratie publica si aparare, Total, Olt, Anul 2006, Mii persoane, 4.2
L Administratie publica si aparare, Total, Olt, Anul 2007, Mii persoane, 4.5
L Administratie publica si aparare, Total, Olt, Anul 2008, Mii persoane, 4.9
L Administratie publica si aparare, Total, Valcea, Anul 2001, Mii persoane, 3.1
L Administratie publica si aparare, Total, Valcea, Anul 2002, Mii persoane, 3.2
L Administratie publica si aparare, Total, Valcea, Anul 2003, Mii persoane, 3.3
L Administratie publica si aparare, Total, Valcea, Anul 2004, Mii persoane, 3.2
L Administratie publica si aparare, Total, Valcea, Anul 2005, Mii persoane, 3.4
L Administratie publica si aparare, Total, Valcea, Anul 2006, Mii persoane, 4
L Administratie publica si aparare, Total, Valcea, Anul 2007, Mii persoane, 4.3
L Administratie publica si aparare, Total, Valcea, Anul 2008, Mii persoane, 4.5
L Administratie publica si aparare, Total, Regiunea VEST, Anul 2001, Mii persoane, 13.9
L Administratie publica si aparare, Total, Regiunea VEST, Anul 2002, Mii persoane, 14.4
L Administratie publica si aparare, Total, Regiunea VEST, Anul 2003, Mii persoane, 14.7
L Administratie publica si aparare, Total, Regiunea VEST, Anul 2004, Mii persoane, 16.2
L Administratie publica si aparare, Total, Regiunea VEST, Anul 2005, Mii persoane, 16.4
L Administratie publica si aparare, Total, Regiunea VEST, Anul 2006, Mii persoane, 17.4
L Administratie publica si aparare, Total, Regiunea VEST, Anul 2007, Mii persoane, 19.8
L Administratie publica si aparare, Total, Regiunea VEST, Anul 2008, Mii persoane, 20
L Administratie publica si aparare, Total, Arad, Anul 2001, Mii persoane, 3.5
L Administratie publica si aparare, Total, Arad, Anul 2002, Mii persoane, 3.6
L Administratie publica si aparare, Total, Arad, Anul 2003, Mii persoane, 3.5
L Administratie publica si aparare, Total, Arad, Anul 2004, Mii persoane, 3.7
L Administratie publica si aparare, Total, Arad, Anul 2005, Mii persoane, 4.2
L Administratie publica si aparare, Total, Arad, Anul 2006, Mii persoane, 4.4
L Administratie publica si aparare, Total, Arad, Anul 2007, Mii persoane, 4.7
L Administratie publica si aparare, Total, Arad, Anul 2008, Mii persoane, 4.7
L Administratie publica si aparare, Total, Caras-Severin, Anul 2001, Mii persoane, 3.2
L Administratie publica si aparare, Total, Caras-Severin, Anul 2002, Mii persoane, 3.3
L Administratie publica si aparare, Total, Caras-Severin, Anul 2003, Mii persoane, 3.5
L Administratie publica si aparare, Total, Caras-Severin, Anul 2004, Mii persoane, 3.7
L Administratie publica si aparare, Total, Caras-Severin, Anul 2005, Mii persoane, 3.4
L Administratie publica si aparare, Total, Caras-Severin, Anul 2006, Mii persoane, 3.6
L Administratie publica si aparare, Total, Caras-Severin, Anul 2007, Mii persoane, 4.4
L Administratie publica si aparare, Total, Caras-Severin, Anul 2008, Mii persoane, 4.3
L Administratie publica si aparare, Total, Hunedoara, Anul 2001, Mii persoane, 3
L Administratie publica si aparare, Total, Hunedoara, Anul 2002, Mii persoane, 3.2
L Administratie publica si aparare, Total, Hunedoara, Anul 2003, Mii persoane, 3.2
L Administratie publica si aparare, Total, Hunedoara, Anul 2004, Mii persoane, 3.6
L Administratie publica si aparare, Total, Hunedoara, Anul 2005, Mii persoane, 4
L Administratie publica si aparare, Total, Hunedoara, Anul 2006, Mii persoane, 4.2
L Administratie publica si aparare, Total, Hunedoara, Anul 2007, Mii persoane, 5.1
L Administratie publica si aparare, Total, Hunedoara, Anul 2008, Mii persoane, 5.4
L Administratie publica si aparare, Total, Timis, Anul 2001, Mii persoane, 4.2
L Administratie publica si aparare, Total, Timis, Anul 2002, Mii persoane, 4.3
L Administratie publica si aparare, Total, Timis, Anul 2003, Mii persoane, 4.5
L Administratie publica si aparare, Total, Timis, Anul 2004, Mii persoane, 5.2
L Administratie publica si aparare, Total, Timis, Anul 2005, Mii persoane, 4.8
L Administratie publica si aparare, Total, Timis, Anul 2006, Mii persoane, 5.2
L Administratie publica si aparare, Total, Timis, Anul 2007, Mii persoane, 5.6
L Administratie publica si aparare, Total, Timis, Anul 2008, Mii persoane, 5.6
L Administratie publica si aparare, Feminin, TOTAL, Anul 2001, Mii persoane, 84.3
L Administratie publica si aparare, Feminin, TOTAL, Anul 2002, Mii persoane, 87
L Administratie publica si aparare, Feminin, TOTAL, Anul 2003, Mii persoane, 90.9
L Administratie publica si aparare, Feminin, TOTAL, Anul 2004, Mii persoane, 94.4
L Administratie publica si aparare, Feminin, TOTAL, Anul 2005, Mii persoane, 101
L Administratie publica si aparare, Feminin, TOTAL, Anul 2006, Mii persoane, 106.3
L Administratie publica si aparare, Feminin, TOTAL, Anul 2007, Mii persoane, 116
L Administratie publica si aparare, Feminin, TOTAL, Anul 2008, Mii persoane, 124.4
L Administratie publica si aparare, Feminin, MACROREGIUNEA UNU, Anul 2001, Mii persoane, 18.4
L Administratie publica si aparare, Feminin, MACROREGIUNEA UNU, Anul 2002, Mii persoane, 18.3
L Administratie publica si aparare, Feminin, MACROREGIUNEA UNU, Anul 2003, Mii persoane, 20
L Administratie publica si aparare, Feminin, MACROREGIUNEA UNU, Anul 2004, Mii persoane, 20.9
L Administratie publica si aparare, Feminin, MACROREGIUNEA UNU, Anul 2005, Mii persoane, 22.2
L Administratie publica si aparare, Feminin, MACROREGIUNEA UNU, Anul 2006, Mii persoane, 23.3
L Administratie publica si aparare, Feminin, MACROREGIUNEA UNU, Anul 2007, Mii persoane, 25.1
L Administratie publica si aparare, Feminin, MACROREGIUNEA UNU, Anul 2008, Mii persoane, 26.8
L Administratie publica si aparare, Feminin, Regiunea NORD-VEST, Anul 2001, Mii persoane, 9.1
L Administratie publica si aparare, Feminin, Regiunea NORD-VEST, Anul 2002, Mii persoane, 8.8
L Administratie publica si aparare, Feminin, Regiunea NORD-VEST, Anul 2003, Mii persoane, 9.6
L Administratie publica si aparare, Feminin, Regiunea NORD-VEST, Anul 2004, Mii persoane, 10.3
L Administratie publica si aparare, Feminin, Regiunea NORD-VEST, Anul 2005, Mii persoane, 10.8
L Administratie publica si aparare, Feminin, Regiunea NORD-VEST, Anul 2006, Mii persoane, 11.7
