
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
M Invatamant, Feminin, Tulcea, Anul 1999, Mii persoane, 3.5
M Invatamant, Feminin, Tulcea, Anul 2000, Mii persoane, 3.8
M Invatamant, Feminin, Vrancea, Anul 1992, Mii persoane, 4.2
M Invatamant, Feminin, Vrancea, Anul 1993, Mii persoane, 4.2
M Invatamant, Feminin, Vrancea, Anul 1994, Mii persoane, 4.1
M Invatamant, Feminin, Vrancea, Anul 1995, Mii persoane, 5.1
M Invatamant, Feminin, Vrancea, Anul 1996, Mii persoane, 4
M Invatamant, Feminin, Vrancea, Anul 1997, Mii persoane, 4.1
M Invatamant, Feminin, Vrancea, Anul 1998, Mii persoane, 4.1
M Invatamant, Feminin, Vrancea, Anul 1999, Mii persoane, 3.9
M Invatamant, Feminin, Vrancea, Anul 2000, Mii persoane, 3.9
M Invatamant, Feminin, MACROREGIUNEA TREI, Anul 1992, Mii persoane, 73.4
M Invatamant, Feminin, MACROREGIUNEA TREI, Anul 1993, Mii persoane, 72.1
M Invatamant, Feminin, MACROREGIUNEA TREI, Anul 1994, Mii persoane, 72.6
M Invatamant, Feminin, MACROREGIUNEA TREI, Anul 1995, Mii persoane, 72
M Invatamant, Feminin, MACROREGIUNEA TREI, Anul 1996, Mii persoane, 72.1
M Invatamant, Feminin, MACROREGIUNEA TREI, Anul 1997, Mii persoane, 47.3
M Invatamant, Feminin, MACROREGIUNEA TREI, Anul 1998, Mii persoane, 70.4
M Invatamant, Feminin, MACROREGIUNEA TREI, Anul 1999, Mii persoane, 68.7
M Invatamant, Feminin, MACROREGIUNEA TREI, Anul 2000, Mii persoane, 67.2
M Invatamant, Feminin, Regiunea SUD-MUNTENIA, Anul 1992, Mii persoane, 36.4
M Invatamant, Feminin, Regiunea SUD-MUNTENIA, Anul 1993, Mii persoane, 35.6
M Invatamant, Feminin, Regiunea SUD-MUNTENIA, Anul 1994, Mii persoane, 35.6
M Invatamant, Feminin, Regiunea SUD-MUNTENIA, Anul 1995, Mii persoane, 36.4
M Invatamant, Feminin, Regiunea SUD-MUNTENIA, Anul 1996, Mii persoane, 36.3
M Invatamant, Feminin, Regiunea SUD-MUNTENIA, Anul 1997, Mii persoane, 36.2
M Invatamant, Feminin, Regiunea SUD-MUNTENIA, Anul 1998, Mii persoane, 35.4
M Invatamant, Feminin, Regiunea SUD-MUNTENIA, Anul 1999, Mii persoane, 36.3
M Invatamant, Feminin, Regiunea SUD-MUNTENIA, Anul 2000, Mii persoane, 36.6
M Invatamant, Feminin, Arges, Anul 1992, Mii persoane, 7.7
M Invatamant, Feminin, Arges, Anul 1993, Mii persoane, 7.9
M Invatamant, Feminin, Arges, Anul 1994, Mii persoane, 7.9
M Invatamant, Feminin, Arges, Anul 1995, Mii persoane, 7.8
M Invatamant, Feminin, Arges, Anul 1996, Mii persoane, 8
M Invatamant, Feminin, Arges, Anul 1997, Mii persoane, 8.1
M Invatamant, Feminin, Arges, Anul 1998, Mii persoane, 8.1
M Invatamant, Feminin, Arges, Anul 1999, Mii persoane, 8.3
M Invatamant, Feminin, Arges, Anul 2000, Mii persoane, 8.3
M Invatamant, Feminin, Calarasi, Anul 1992, Mii persoane, 3.4
M Invatamant, Feminin, Calarasi, Anul 1993, Mii persoane, 3.2
M Invatamant, Feminin, Calarasi, Anul 1994, Mii persoane, 3.1
M Invatamant, Feminin, Calarasi, Anul 1995, Mii persoane, 3.3
M Invatamant, Feminin, Calarasi, Anul 1996, Mii persoane, 3.2
M Invatamant, Feminin, Calarasi, Anul 1997, Mii persoane, 3.1
M Invatamant, Feminin, Calarasi, Anul 1998, Mii persoane, 3.2
M Invatamant, Feminin, Calarasi, Anul 1999, Mii persoane, 3.2
M Invatamant, Feminin, Calarasi, Anul 2000, Mii persoane, 3.1
M Invatamant, Feminin, Dambovita, Anul 1992, Mii persoane, 5.8
M Invatamant, Feminin, Dambovita, Anul 1993, Mii persoane, 6
M Invatamant, Feminin, Dambovita, Anul 1994, Mii persoane, 5.8
M Invatamant, Feminin, Dambovita, Anul 1995, Mii persoane, 6.3
M Invatamant, Feminin, Dambovita, Anul 1996, Mii persoane, 6.3
M Invatamant, Feminin, Dambovita, Anul 1997, Mii persoane, 6.3
M Invatamant, Feminin, Dambovita, Anul 1998, Mii persoane, 6.3
M Invatamant, Feminin, Dambovita, Anul 1999, Mii persoane, 6.5
M Invatamant, Feminin, Dambovita, Anul 2000, Mii persoane, 6.3
M Invatamant, Feminin, Giurgiu, Anul 1992, Mii persoane, 2.4
M Invatamant, Feminin, Giurgiu, Anul 1993, Mii persoane, 2
M Invatamant, Feminin, Giurgiu, Anul 1994, Mii persoane, 2.2
M Invatamant, Feminin, Giurgiu, Anul 1995, Mii persoane, 2.2
M Invatamant, Feminin, Giurgiu, Anul 1996, Mii persoane, 2.3
M Invatamant, Feminin, Giurgiu, Anul 1997, Mii persoane, 2.2
M Invatamant, Feminin, Giurgiu, Anul 1998, Mii persoane, 2.4
M Invatamant, Feminin, Giurgiu, Anul 1999, Mii persoane, 2.5
M Invatamant, Feminin, Giurgiu, Anul 2000, Mii persoane, 2.3
M Invatamant, Feminin, Ialomita, Anul 1992, Mii persoane, 2.8
M Invatamant, Feminin, Ialomita, Anul 1993, Mii persoane, 3
M Invatamant, Feminin, Ialomita, Anul 1994, Mii persoane, 3.1
M Invatamant, Feminin, Ialomita, Anul 1995, Mii persoane, 3.1
M Invatamant, Feminin, Ialomita, Anul 1996, Mii persoane, 2.8
M Invatamant, Feminin, Ialomita, Anul 1997, Mii persoane, 3.1
M Invatamant, Feminin, Ialomita, Anul 1998, Mii persoane, 3
M Invatamant, Feminin, Ialomita, Anul 1999, Mii persoane, 2.8
M Invatamant, Feminin, Ialomita, Anul 2000, Mii persoane, 2.4
M Invatamant, Feminin, Prahova, Anul 1992, Mii persoane, 10
M Invatamant, Feminin, Prahova, Anul 1993, Mii persoane, 9.5
M Invatamant, Feminin, Prahova, Anul 1994, Mii persoane, 9.5
M Invatamant, Feminin, Prahova, Anul 1995, Mii persoane, 9.5
M Invatamant, Feminin, Prahova, Anul 1996, Mii persoane, 9.5
M Invatamant, Feminin, Prahova, Anul 1997, Mii persoane, 9.2
M Invatamant, Feminin, Prahova, Anul 1998, Mii persoane, 8.4
M Invatamant, Feminin, Prahova, Anul 1999, Mii persoane, 9
M Invatamant, Feminin, Prahova, Anul 2000, Mii persoane, 10.1
M Invatamant, Feminin, Teleorman, Anul 1992, Mii persoane, 4.3
M Invatamant, Feminin, Teleorman, Anul 1993, Mii persoane, 4
M Invatamant, Feminin, Teleorman, Anul 1994, Mii persoane, 4
M Invatamant, Feminin, Teleorman, Anul 1995, Mii persoane, 4.2
M Invatamant, Feminin, Teleorman, Anul 1996, Mii persoane, 4.2
M Invatamant, Feminin, Teleorman, Anul 1997, Mii persoane, 4.2
M Invatamant, Feminin, Teleorman, Anul 1998, Mii persoane, 4
M Invatamant, Feminin, Teleorman, Anul 1999, Mii persoane, 4
M Invatamant, Feminin, Teleorman, Anul 2000, Mii persoane, 4.1
M Invatamant, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1992, Mii persoane, 37
M Invatamant, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1993, Mii persoane, 36.5
M Invatamant, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1994, Mii persoane, 37
M Invatamant, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1995, Mii persoane, 35.6
M Invatamant, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1996, Mii persoane, 35.8
M Invatamant, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1997, Mii persoane, 11.1
M Invatamant, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1998, Mii persoane, 35
M Invatamant, Feminin, Regiunea BUCURESTI - ILFOV, Anul 1999, Mii persoane, 32.4
M Invatamant, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2000, Mii persoane, 30.6
M Invatamant, Feminin, Ilfov, Anul 1996, Mii persoane, .1
M Invatamant, Feminin, Ilfov, Anul 1997, Mii persoane, 1.7
M Invatamant, Feminin, Ilfov, Anul 1998, Mii persoane, 2.6
M Invatamant, Feminin, Ilfov, Anul 1999, Mii persoane, 2.5
M Invatamant, Feminin, Ilfov, Anul 2000, Mii persoane, 2.3
M Invatamant, Feminin, Municipiul Bucuresti, Anul 1996, Mii persoane, 35.7
M Invatamant, Feminin, Municipiul Bucuresti, Anul 1997, Mii persoane, 9.4
M Invatamant, Feminin, Municipiul Bucuresti, Anul 1998, Mii persoane, 32.4
M Invatamant, Feminin, Municipiul Bucuresti, Anul 1999, Mii persoane, 29.9
M Invatamant, Feminin, Municipiul Bucuresti, Anul 2000, Mii persoane, 28.3
M Invatamant, Feminin, Mun. Bucuresti -incl. SAI, Anul 1992, Mii persoane, 37
M Invatamant, Feminin, Mun. Bucuresti -incl. SAI, Anul 1993, Mii persoane, 36.5
M Invatamant, Feminin, Mun. Bucuresti -incl. SAI, Anul 1994, Mii persoane, 37
M Invatamant, Feminin, Mun. Bucuresti -incl. SAI, Anul 1995, Mii persoane, 35.6
M Invatamant, Feminin, MACROREGIUNEA PATRU, Anul 1992, Mii persoane, 52.8
M Invatamant, Feminin, MACROREGIUNEA PATRU, Anul 1993, Mii persoane, 53.8
M Invatamant, Feminin, MACROREGIUNEA PATRU, Anul 1994, Mii persoane, 53
M Invatamant, Feminin, MACROREGIUNEA PATRU, Anul 1995, Mii persoane, 53.6
M Invatamant, Feminin, MACROREGIUNEA PATRU, Anul 1996, Mii persoane, 54
M Invatamant, Feminin, MACROREGIUNEA PATRU, Anul 1997, Mii persoane, 54.4
M Invatamant, Feminin, MACROREGIUNEA PATRU, Anul 1998, Mii persoane, 56.5
M Invatamant, Feminin, MACROREGIUNEA PATRU, Anul 1999, Mii persoane, 56.9
M Invatamant, Feminin, MACROREGIUNEA PATRU, Anul 2000, Mii persoane, 55.2
M Invatamant, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1992, Mii persoane, 26
M Invatamant, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1993, Mii persoane, 26.1
M Invatamant, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1994, Mii persoane, 26.4
M Invatamant, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1995, Mii persoane, 26.7
M Invatamant, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1996, Mii persoane, 26.4
M Invatamant, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1997, Mii persoane, 26.8
M Invatamant, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1998, Mii persoane, 28.9
M Invatamant, Feminin, Regiunea SUD-VEST OLTENIA, Anul 1999, Mii persoane, 28.6
M Invatamant, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2000, Mii persoane, 27.7
M Invatamant, Feminin, Dolj, Anul 1992, Mii persoane, 8.1
M Invatamant, Feminin, Dolj, Anul 1993, Mii persoane, 7.8
M Invatamant, Feminin, Dolj, Anul 1994, Mii persoane, 8.3
M Invatamant, Feminin, Dolj, Anul 1995, Mii persoane, 8.3
M Invatamant, Feminin, Dolj, Anul 1996, Mii persoane, 7.9
M Invatamant, Feminin, Dolj, Anul 1997, Mii persoane, 9.2
M Invatamant, Feminin, Dolj, Anul 1998, Mii persoane, 9.3
M Invatamant, Feminin, Dolj, Anul 1999, Mii persoane, 10
M Invatamant, Feminin, Dolj, Anul 2000, Mii persoane, 9.6
M Invatamant, Feminin, Gorj, Anul 1992, Mii persoane, 5.4
M Invatamant, Feminin, Gorj, Anul 1993, Mii persoane, 4.2
M Invatamant, Feminin, Gorj, Anul 1994, Mii persoane, 4.1
M Invatamant, Feminin, Gorj, Anul 1995, Mii persoane, 4.6
M Invatamant, Feminin, Gorj, Anul 1996, Mii persoane, 4.8
M Invatamant, Feminin, Gorj, Anul 1997, Mii persoane, 3.2
M Invatamant, Feminin, Gorj, Anul 1998, Mii persoane, 5.2
M Invatamant, Feminin, Gorj, Anul 1999, Mii persoane, 5.1
M Invatamant, Feminin, Gorj, Anul 2000, Mii persoane, 4.7
M Invatamant, Feminin, Mehedinti, Anul 1992, Mii persoane, 3.6
M Invatamant, Feminin, Mehedinti, Anul 1993, Mii persoane, 3.4
M Invatamant, Feminin, Mehedinti, Anul 1994, Mii persoane, 3.4
M Invatamant, Feminin, Mehedinti, Anul 1995, Mii persoane, 3.3
M Invatamant, Feminin, Mehedinti, Anul 1996, Mii persoane, 3.4
M Invatamant, Feminin, Mehedinti, Anul 1997, Mii persoane, 3.5
M Invatamant, Feminin, Mehedinti, Anul 1998, Mii persoane, 3.4
M Invatamant, Feminin, Mehedinti, Anul 1999, Mii persoane, 3.3
M Invatamant, Feminin, Mehedinti, Anul 2000, Mii persoane, 3.2
M Invatamant, Feminin, Olt, Anul 1992, Mii persoane, 5.5
M Invatamant, Feminin, Olt, Anul 1993, Mii persoane, 5.8
M Invatamant, Feminin, Olt, Anul 1994, Mii persoane, 5.6
M Invatamant, Feminin, Olt, Anul 1995, Mii persoane, 5.6
M Invatamant, Feminin, Olt, Anul 1996, Mii persoane, 5.6
M Invatamant, Feminin, Olt, Anul 1997, Mii persoane, 6
M Invatamant, Feminin, Olt, Anul 1998, Mii persoane, 5.7
M Invatamant, Feminin, Olt, Anul 1999, Mii persoane, 5.3
M Invatamant, Feminin, Olt, Anul 2000, Mii persoane, 5
M Invatamant, Feminin, Valcea, Anul 1992, Mii persoane, 3.4
M Invatamant, Feminin, Valcea, Anul 1993, Mii persoane, 4.9
M Invatamant, Feminin, Valcea, Anul 1994, Mii persoane, 5
M Invatamant, Feminin, Valcea, Anul 1995, Mii persoane, 4.9
M Invatamant, Feminin, Valcea, Anul 1996, Mii persoane, 4.7
M Invatamant, Feminin, Valcea, Anul 1997, Mii persoane, 4.9
M Invatamant, Feminin, Valcea, Anul 1998, Mii persoane, 5.3
M Invatamant, Feminin, Valcea, Anul 1999, Mii persoane, 4.9
M Invatamant, Feminin, Valcea, Anul 2000, Mii persoane, 5.2
M Invatamant, Feminin, Regiunea VEST, Anul 1992, Mii persoane, 26.8
M Invatamant, Feminin, Regiunea VEST, Anul 1993, Mii persoane, 27.7
M Invatamant, Feminin, Regiunea VEST, Anul 1994, Mii persoane, 26.6
M Invatamant, Feminin, Regiunea VEST, Anul 1995, Mii persoane, 26.9
M Invatamant, Feminin, Regiunea VEST, Anul 1996, Mii persoane, 27.6
M Invatamant, Feminin, Regiunea VEST, Anul 1997, Mii persoane, 27.6
M Invatamant, Feminin, Regiunea VEST, Anul 1998, Mii persoane, 27.6
M Invatamant, Feminin, Regiunea VEST, Anul 1999, Mii persoane, 28.3
M Invatamant, Feminin, Regiunea VEST, Anul 2000, Mii persoane, 27.5
M Invatamant, Feminin, Arad, Anul 1992, Mii persoane, 5.6
M Invatamant, Feminin, Arad, Anul 1993, Mii persoane, 5.5
M Invatamant, Feminin, Arad, Anul 1994, Mii persoane, 5.5
M Invatamant, Feminin, Arad, Anul 1995, Mii persoane, 5.6
M Invatamant, Feminin, Arad, Anul 1996, Mii persoane, 5.7
M Invatamant, Feminin, Arad, Anul 1997, Mii persoane, 5.8
M Invatamant, Feminin, Arad, Anul 1998, Mii persoane, 6
M Invatamant, Feminin, Arad, Anul 1999, Mii persoane, 5.8
M Invatamant, Feminin, Arad, Anul 2000, Mii persoane, 5.2
M Invatamant, Feminin, Caras-Severin, Anul 1992, Mii persoane, 4.6
M Invatamant, Feminin, Caras-Severin, Anul 1993, Mii persoane, 4.6
M Invatamant, Feminin, Caras-Severin, Anul 1994, Mii persoane, 4.6
M Invatamant, Feminin, Caras-Severin, Anul 1995, Mii persoane, 4.3
M Invatamant, Feminin, Caras-Severin, Anul 1996, Mii persoane, 4.3
M Invatamant, Feminin, Caras-Severin, Anul 1997, Mii persoane, 4.3
M Invatamant, Feminin, Caras-Severin, Anul 1998, Mii persoane, 4.3
M Invatamant, Feminin, Caras-Severin, Anul 1999, Mii persoane, 4.3
M Invatamant, Feminin, Caras-Severin, Anul 2000, Mii persoane, 4.3
M Invatamant, Feminin, Hunedoara, Anul 1992, Mii persoane, 5.7
M Invatamant, Feminin, Hunedoara, Anul 1993, Mii persoane, 6
M Invatamant, Feminin, Hunedoara, Anul 1994, Mii persoane, 5.7
M Invatamant, Feminin, Hunedoara, Anul 1995, Mii persoane, 6.4
M Invatamant, Feminin, Hunedoara, Anul 1996, Mii persoane, 6.5
M Invatamant, Feminin, Hunedoara, Anul 1997, Mii persoane, 6.1
M Invatamant, Feminin, Hunedoara, Anul 1998, Mii persoane, 5.7
M Invatamant, Feminin, Hunedoara, Anul 1999, Mii persoane, 6.3
M Invatamant, Feminin, Hunedoara, Anul 2000, Mii persoane, 6.4
M Invatamant, Feminin, Timis, Anul 1992, Mii persoane, 10.9
M Invatamant, Feminin, Timis, Anul 1993, Mii persoane, 11.6
M Invatamant, Feminin, Timis, Anul 1994, Mii persoane, 10.8
M Invatamant, Feminin, Timis, Anul 1995, Mii persoane, 10.6
M Invatamant, Feminin, Timis, Anul 1996, Mii persoane, 11.1
M Invatamant, Feminin, Timis, Anul 1997, Mii persoane, 11.4
M Invatamant, Feminin, Timis, Anul 1998, Mii persoane, 11.6
M Invatamant, Feminin, Timis, Anul 1999, Mii persoane, 11.9
M Invatamant, Feminin, Timis, Anul 2000, Mii persoane, 11.6
N Sanatate si asistenta sociala, Total, TOTAL, Anul 1992, Mii persoane, 306.6
N Sanatate si asistenta sociala, Total, TOTAL, Anul 1993, Mii persoane, 307.6
N Sanatate si asistenta sociala, Total, TOTAL, Anul 1994, Mii persoane, 333.2
N Sanatate si asistenta sociala, Total, TOTAL, Anul 1995, Mii persoane, 332.9
N Sanatate si asistenta sociala, Total, TOTAL, Anul 1996, Mii persoane, 337.2
N Sanatate si asistenta sociala, Total, TOTAL, Anul 1997, Mii persoane, 315.3
N Sanatate si asistenta sociala, Total, TOTAL, Anul 1998, Mii persoane, 316.8
N Sanatate si asistenta sociala, Total, TOTAL, Anul 1999, Mii persoane, 276.8
N Sanatate si asistenta sociala, Total, TOTAL, Anul 2000, Mii persoane, 341.2
N Sanatate si asistenta sociala, Total, MACROREGIUNEA UNU, Anul 1992, Mii persoane, 81.2
N Sanatate si asistenta sociala, Total, MACROREGIUNEA UNU, Anul 1993, Mii persoane, 82.2
N Sanatate si asistenta sociala, Total, MACROREGIUNEA UNU, Anul 1994, Mii persoane, 94
N Sanatate si asistenta sociala, Total, MACROREGIUNEA UNU, Anul 1995, Mii persoane, 89.3
N Sanatate si asistenta sociala, Total, MACROREGIUNEA UNU, Anul 1996, Mii persoane, 89.7
N Sanatate si asistenta sociala, Total, MACROREGIUNEA UNU, Anul 1997, Mii persoane, 81.9
N Sanatate si asistenta sociala, Total, MACROREGIUNEA UNU, Anul 1998, Mii persoane, 82.9
N Sanatate si asistenta sociala, Total, MACROREGIUNEA UNU, Anul 1999, Mii persoane, 72.4
N Sanatate si asistenta sociala, Total, MACROREGIUNEA UNU, Anul 2000, Mii persoane, 93.5
N Sanatate si asistenta sociala, Total, Regiunea NORD-VEST, Anul 1992, Mii persoane, 42.2
N Sanatate si asistenta sociala, Total, Regiunea NORD-VEST, Anul 1993, Mii persoane, 44.2
N Sanatate si asistenta sociala, Total, Regiunea NORD-VEST, Anul 1994, Mii persoane, 52.8
N Sanatate si asistenta sociala, Total, Regiunea NORD-VEST, Anul 1995, Mii persoane, 50.1
N Sanatate si asistenta sociala, Total, Regiunea NORD-VEST, Anul 1996, Mii persoane, 49.9
N Sanatate si asistenta sociala, Total, Regiunea NORD-VEST, Anul 1997, Mii persoane, 45.7
N Sanatate si asistenta sociala, Total, Regiunea NORD-VEST, Anul 1998, Mii persoane, 46.5
N Sanatate si asistenta sociala, Total, Regiunea NORD-VEST, Anul 1999, Mii persoane, 39.5
N Sanatate si asistenta sociala, Total, Regiunea NORD-VEST, Anul 2000, Mii persoane, 49.1
N Sanatate si asistenta sociala, Total, Bihor, Anul 1992, Mii persoane, 9.8
N Sanatate si asistenta sociala, Total, Bihor, Anul 1993, Mii persoane, 10.2
N Sanatate si asistenta sociala, Total, Bihor, Anul 1994, Mii persoane, 13.1
N Sanatate si asistenta sociala, Total, Bihor, Anul 1995, Mii persoane, 12.7
N Sanatate si asistenta sociala, Total, Bihor, Anul 1996, Mii persoane, 13
N Sanatate si asistenta sociala, Total, Bihor, Anul 1997, Mii persoane, 12
N Sanatate si asistenta sociala, Total, Bihor, Anul 1998, Mii persoane, 12
N Sanatate si asistenta sociala, Total, Bihor, Anul 1999, Mii persoane, 8.4
N Sanatate si asistenta sociala, Total, Bihor, Anul 2000, Mii persoane, 12.1
N Sanatate si asistenta sociala, Total, Bistrita-Nasaud, Anul 1992, Mii persoane, 4.1
N Sanatate si asistenta sociala, Total, Bistrita-Nasaud, Anul 1993, Mii persoane, 4.5
N Sanatate si asistenta sociala, Total, Bistrita-Nasaud, Anul 1994, Mii persoane, 4.7
N Sanatate si asistenta sociala, Total, Bistrita-Nasaud, Anul 1995, Mii persoane, 4.8
N Sanatate si asistenta sociala, Total, Bistrita-Nasaud, Anul 1996, Mii persoane, 4.7
N Sanatate si asistenta sociala, Total, Bistrita-Nasaud, Anul 1997, Mii persoane, 4.2
N Sanatate si asistenta sociala, Total, Bistrita-Nasaud, Anul 1998, Mii persoane, 4.1
N Sanatate si asistenta sociala, Total, Bistrita-Nasaud, Anul 1999, Mii persoane, 3
N Sanatate si asistenta sociala, Total, Bistrita-Nasaud, Anul 2000, Mii persoane, 3.9
N Sanatate si asistenta sociala, Total, Cluj, Anul 1992, Mii persoane, 13
N Sanatate si asistenta sociala, Total, Cluj, Anul 1993, Mii persoane, 12.7
N Sanatate si asistenta sociala, Total, Cluj, Anul 1994, Mii persoane, 14.7
N Sanatate si asistenta sociala, Total, Cluj, Anul 1995, Mii persoane, 13.3
N Sanatate si asistenta sociala, Total, Cluj, Anul 1996, Mii persoane, 13.4
N Sanatate si asistenta sociala, Total, Cluj, Anul 1997, Mii persoane, 13.1
N Sanatate si asistenta sociala, Total, Cluj, Anul 1998, Mii persoane, 13
N Sanatate si asistenta sociala, Total, Cluj, Anul 1999, Mii persoane, 14.1
N Sanatate si asistenta sociala, Total, Cluj, Anul 2000, Mii persoane, 14.6
N Sanatate si asistenta sociala, Total, Maramures, Anul 1992, Mii persoane, 7
N Sanatate si asistenta sociala, Total, Maramures, Anul 1993, Mii persoane, 7.7
N Sanatate si asistenta sociala, Total, Maramures, Anul 1994, Mii persoane, 10.2
N Sanatate si asistenta sociala, Total, Maramures, Anul 1995, Mii persoane, 9.2
N Sanatate si asistenta sociala, Total, Maramures, Anul 1996, Mii persoane, 9.1
N Sanatate si asistenta sociala, Total, Maramures, Anul 1997, Mii persoane, 8
N Sanatate si asistenta sociala, Total, Maramures, Anul 1998, Mii persoane, 8.6
N Sanatate si asistenta sociala, Total, Maramures, Anul 1999, Mii persoane, 6.1
N Sanatate si asistenta sociala, Total, Maramures, Anul 2000, Mii persoane, 9.7
N Sanatate si asistenta sociala, Total, Satu Mare, Anul 1992, Mii persoane, 4.8
N Sanatate si asistenta sociala, Total, Satu Mare, Anul 1993, Mii persoane, 4.7
N Sanatate si asistenta sociala, Total, Satu Mare, Anul 1994, Mii persoane, 4.8
N Sanatate si asistenta sociala, Total, Satu Mare, Anul 1995, Mii persoane, 4.8
N Sanatate si asistenta sociala, Total, Satu Mare, Anul 1996, Mii persoane, 4.7
N Sanatate si asistenta sociala, Total, Satu Mare, Anul 1997, Mii persoane, 4.1
N Sanatate si asistenta sociala, Total, Satu Mare, Anul 1998, Mii persoane, 4.3
N Sanatate si asistenta sociala, Total, Satu Mare, Anul 1999, Mii persoane, 3.9
N Sanatate si asistenta sociala, Total, Satu Mare, Anul 2000, Mii persoane, 5
N Sanatate si asistenta sociala, Total, Salaj, Anul 1992, Mii persoane, 3.5
N Sanatate si asistenta sociala, Total, Salaj, Anul 1993, Mii persoane, 4.4
N Sanatate si asistenta sociala, Total, Salaj, Anul 1994, Mii persoane, 5.3
N Sanatate si asistenta sociala, Total, Salaj, Anul 1995, Mii persoane, 5.3
N Sanatate si asistenta sociala, Total, Salaj, Anul 1996, Mii persoane, 5
N Sanatate si asistenta sociala, Total, Salaj, Anul 1997, Mii persoane, 4.3
N Sanatate si asistenta sociala, Total, Salaj, Anul 1998, Mii persoane, 4.5
N Sanatate si asistenta sociala, Total, Salaj, Anul 1999, Mii persoane, 4
N Sanatate si asistenta sociala, Total, Salaj, Anul 2000, Mii persoane, 3.8
N Sanatate si asistenta sociala, Total, Regiunea CENTRU, Anul 1992, Mii persoane, 39
N Sanatate si asistenta sociala, Total, Regiunea CENTRU, Anul 1993, Mii persoane, 38
N Sanatate si asistenta sociala, Total, Regiunea CENTRU, Anul 1994, Mii persoane, 41.2
N Sanatate si asistenta sociala, Total, Regiunea CENTRU, Anul 1995, Mii persoane, 39.2
N Sanatate si asistenta sociala, Total, Regiunea CENTRU, Anul 1996, Mii persoane, 39.8
N Sanatate si asistenta sociala, Total, Regiunea CENTRU, Anul 1997, Mii persoane, 36.2
N Sanatate si asistenta sociala, Total, Regiunea CENTRU, Anul 1998, Mii persoane, 36.4
N Sanatate si asistenta sociala, Total, Regiunea CENTRU, Anul 1999, Mii persoane, 32.9
N Sanatate si asistenta sociala, Total, Regiunea CENTRU, Anul 2000, Mii persoane, 44.4
